user,task,trial,c_pos_x,c_pos_y,c_vel_x,c_vel_y,t_pos_x,t_pos_y,t_vel_x,t_vel_y,radius,time,success
0,0,21,0.20889449,0.142191,0.0,0.0,0.49487182,0.07039249,-0.27292508,0.16082102,0.018785836,0.6670000000000051,0
0,0,22,0.116662495,0.2473245,0.0,0.0,0.11601292,0.27047995,0.1664704,0.17431824,0.022385731000000002,0.05000000000000071,0
0,0,23,0.2127375,0.167994,0.0,0.0,0.21131924,0.15216112,-0.17409363,0.29106876,0.011275158,0.11599999999999966,0
0,0,24,0.20779650000000002,0.1649745,0.0,0.0,0.35652962,0.01628463,0.32476467,0.31448057,0.01707371,0.8499999999999979,0
0,0,25,0.2401875,0.1567395,0.0,0.0,0.24001506,0.119335756,0.32482862,0.2833462,0.022399075,0.11599999999999966,1
0,0,26,0.19379699,0.2517165,0.0,0.0,0.21009205,0.28689578,0.28820038,-0.32453150000000003,0.010887481999999999,0.0,0
0,0,27,0.27449998,0.12654449,0.0,0.0,0.30646366,0.13565059,-0.2549887,0.3319251,0.013786908,0.08500000000000085,0
0,0,28,0.2720295,0.127368,0.0,0.0,0.12835026,0.085728265,0.074865334,-0.24672286,0.014763638999999999,0.715999999999994,0
0,0,29,0.237717,0.096898496,0.0,0.0,0.22775982,0.1016943,-0.18943846,0.18395722,0.011851298,0.06899999999999551,0
0,0,30,0.097722,0.27724499999999996,0.0,0.0,0.10372426,0.2290114,0.0039144456,-0.19734442,0.015265651000000002,0.365000000000002,1
0,0,31,0.034038,0.028273499,0.0,0.0,0.04645545400000001,0.030244568,0.042285174,-0.014060794,0.012874201000000002,0.015999999999998238,0
0,0,32,0.3294,0.18995399999999998,0.0,0.0,0.37568521,0.21306641,0.27518043,0.30692977,0.011198271000000001,0.06800000000000495,0
0,0,33,0.33406648,0.190503,0.18116880000000113,0.0329400000000013,0.2536625,0.18978736,0.20850164,-0.03751198,0.013199926,0.6669999999999945,0
0,0,34,0.3565755,0.17732699,0.08234999999999659,0.0,0.20932274,0.24911039999999998,-0.07647583,-0.10878455,0.020499818,0.8649999999999949,1
0,0,35,0.42190649999999996,0.2654415,0.0,0.0,0.48214558,0.13484254,-0.35177583,0.18548012,0.010609381999999999,0.6170000000000044,0
0,0,36,0.24759899,0.24485399,0.0,0.0,0.2358029,0.10416014,-0.14619112,0.17676443,0.010717467,0.5829999999999913,0
0,0,37,0.1973655,0.051331497999999996,0.0,0.0,0.19111295,0.033744704,-0.07085773,0.21470866,0.016367868,0.09999999999999432,1
0,0,38,0.1364265,0.2154825,0.0,0.0,0.15863363,0.24255815,-0.09655827,0.21038021,0.014444394,0.2849999999999966,0
0,0,39,0.142191,0.2467755,0.0,0.0,0.054207314000000006,0.06053271,-0.2862458,0.2839752,0.02089265,0.8830000000000027,0
0,0,40,0.193248,0.14301449,0.0,0.0,0.20825073,0.1408896,0.17720550000000002,0.17200707,0.0138679175,0.10000000000000853,0
0,0,41,0.21465899,0.171837,0.0,0.0,0.22394803,0.17269103,0.31230432,-0.022605477000000002,0.01621605,0.0660000000000025,0
0,0,42,0.211914,0.1578375,0.0,0.0,0.23202975,0.15069100000000002,0.29383734,0.17795719,0.021237487000000003,0.06700000000000728,0
0,0,43,0.1847385,0.25254,0.0,0.0,0.14115843,0.26030970000000003,-0.33486295,-0.011078774,0.012344011,0.25099999999999056,0
0,0,44,0.1309365,0.1803465,0.0,0.0,0.11672873,0.17530727,-0.12821232,0.13945946,0.009767511,0.18099999999999739,0
0,0,45,0.22014899999999998,0.17018999,0.0,0.0,0.21917142,0.1450969,0.034167018,-0.081288785,0.018793061,0.2330000000000041,1
0,0,46,0.4735125,0.15152399,0.0,0.0,0.47608459999999997,0.12543993,-0.27444965,0.19099931,0.018702205,0.29999999999999716,0
0,0,47,0.45182700000000003,0.1007415,0.0,0.0,0.45280224,0.09451952599999999,0.21955435,-0.031799762999999995,0.016831387,0.08299999999999841,0
0,0,48,0.3444975,0.16305299,0.0,0.0,0.30067626,0.054130524000000006,-0.20215316,0.30195162,0.011550275,0.43199999999998795,0
0,0,49,0.3033225,0.142191,0.0,0.0,0.29165792,0.13026394,-0.20761743,0.07097381,0.020945387,0.03300000000000125,1
0,0,50,0.1122705,0.094427995,0.0,0.0,0.102194525,0.12311299,-0.13773084,0.17855942,0.016582582,0.05100000000000193,0
0,0,51,0.46857148,0.25501050000000003,0.0,0.0,0.46328077,0.24484766,-0.1296883,-0.10932684,0.0120807,0.0660000000000025,0
0,0,52,0.46582648,0.25308898,0.0,0.0,0.09556512,0.16982919,-0.2214658,0.014095366000000002,0.017681908,0.8170000000000073,1
0,0,53,0.5059035,0.16964100000000001,0.0,0.0,0.50645864,0.122072905,0.053677827000000004,0.17107241,0.015899583999999998,0.21800000000001774,1
0,0,54,0.110897996,0.097722,0.0,0.0,0.08935188,0.094274595,-0.04841563,0.3461111,0.023644105,0.2330000000000041,1
0,0,55,0.360144,0.096624,0.0,0.0,0.3542225,0.085616805,0.22675955,0.24629912,0.023563556,0.2009999999999934,1
0,0,56,0.45127799999999996,0.20175749,0.0,0.0,0.4287154,0.22952433,-0.35784504,0.05689353,0.023172948999999998,0.29700000000001125,0
0,0,57,0.224541,0.23195249,0.0,0.0,0.19370839,0.24645135,0.3493159,0.07327968,0.010382655,0.18200000000000216,0
0,0,58,0.04392,0.20175749,0.0,0.0,0.09418427,0.20058034,0.08285456,0.28713185,0.015830437,0.23399999999999466,0
0,0,59,0.449082,0.2445795,0.0,0.0,0.44733125,0.24019398,-0.30501809999999996,0.31604433,0.016617427,0.2989999999999924,0
0,0,60,0.41065198,0.09278099999999999,0.0,0.0,0.399644,0.08445088,-0.1387312,0.330862,0.014731316999999999,0.2149999999999892,0
0,0,61,0.416142,0.23908949,0.0,0.0,0.48532939999999997,0.25573108,0.33237990000000006,-0.20618857,0.01924993,0.701999999999984,1
0,0,62,0.3637125,0.10321199999999998,0.0,0.0,0.4076535,0.06849122,0.27200246,0.23145418,0.012942478,0.20300000000000296,0
0,0,63,0.46280699999999997,0.11995650000000001,0.0,0.0,0.2820948,0.22444658,-0.15114686,-0.12102990599999999,0.012604747,0.8359999999999985,0
0,0,64,0.29426399999999997,0.087290995,0.0,0.0,0.2758958,0.05368878,0.1440649,0.35762644,0.01814035,0.2150000000000034,0
0,0,65,0.29755798,0.086742,0.0,0.0,0.18133764,0.19139743,0.28056437,-0.22377135,0.019585539,0.4689999999999941,0
0,0,66,0.2813625,0.1078785,0.0,0.0,0.10224846,0.20992592,-0.18564366,-0.101192355,0.01775767,0.6820000000000022,0
0,0,67,0.292068,0.146034,0.0,0.0,0.29157165,0.11214277,-0.275766,0.17115134,0.01716901,0.14999999999999147,0
0,0,68,0.256932,0.13505399,0.0,0.0,0.2594841,0.11200838,0.17352764,0.10368788,0.014198358999999999,0.3999999999999915,1
0,0,69,0.09991799999999999,0.091683,0.0,0.0,0.08805537,0.06801802,-0.098545864,-0.04646495,0.021199977000000002,0.034000000000006025,0
0,0,70,0.0996435,0.090036,0.0,0.0,0.41513702,0.25140205,-0.037417118,-0.20756398,0.015525145,0.664999999999992,1
0,0,71,0.386496,0.121328995,0.0,0.0,0.35405970000000003,0.15126559,0.14825825,-0.05777135,0.02323049,0.29999999999999716,1
0,0,72,0.386496,0.140544,0.0,0.0,0.28893632,0.01316029,0.030762136000000002,0.22278887,0.011913663,0.5179999999999865,1
0,0,73,0.29755798,0.1347795,0.0,0.0,0.33406407,0.24166037,-0.35827088,-0.016756594,0.012967193,0.8020000000000067,0
0,0,74,0.383202,0.160308,0.0,0.0,0.38158727,0.15790115,0.21207058,0.11099339,0.01447035,0.0,1
0,0,75,0.334341,0.27010798,0.0,0.0,0.35944784,0.24125473,0.25115448,-0.15624046,0.011839465,0.3149999999999977,0
0,0,76,0.0,0.20340450000000002,0.0,0.0,0.09742147,0.17785943,0.27932265,0.11501885,0.019340575,0.4159999999999968,0
0,0,77,0.1913265,0.2215215,0.0,0.0,0.39734906,0.17599052,0.11117485,0.073651046,0.015940661999999998,0.4679999999999893,0
0,0,78,0.43727848,0.217404,0.0,0.0,0.114275165,0.05318351,0.058429807,0.10759041,0.021559885,0.6490000000000009,1
0,0,79,0.1567395,0.13011299,0.0,0.0,0.46640542,0.16294987,0.14588231,0.13866982,0.018153679,0.681999999999988,0
0,0,80,0.45786598,0.23908949,0.0,0.0,0.030409472000000003,0.08697085,-0.33782336,0.019623458,0.009819418,0.7489999999999952,1
0,0,81,0.503433,0.19379699,0.0,0.0,0.43684337,0.21474881,-0.28688127,-0.11325672,0.018109247,0.367999999999995,1
0,0,82,0.42273,0.090585,0.0,0.0,0.4332626,0.06423054,-0.17141593,0.015706122,0.016077881999999998,0.21600000000000819,1
0,0,83,0.41861248,0.20312999,0.0,0.0,0.4121531,0.27162302,0.1824549,-0.31899053,0.011236897,0.5,0
0,0,84,0.049958999999999996,0.265167,0.0,0.0,0.048297662000000005,0.25171602,0.033232002999999996,-0.27055088,0.020123098,0.08299999999999841,0
0,0,85,0.20614949,0.0623115,0.0,0.0,0.20478146,0.023375805,0.1889106,0.1922479,0.01986954,0.21599999999999397,0
0,0,86,0.45182700000000003,0.055997998,0.0,0.0,0.491054,0.034790333,0.09858495,0.31003404,0.02383803,0.06699999999999307,0
0,0,87,0.34586999999999996,0.14383800000000002,0.0,0.0,0.48834440000000007,0.088483684,-0.33424944,0.3021624,0.020919725,0.45199999999998397,0
0,0,88,0.3521835,0.204777,0.0,0.0,0.16418318,0.03303439,-0.35282555,-0.17914805,0.01291622,0.916000000000011,0
0,0,89,0.036782999999999996,0.11776049400000001,0.0,0.0,0.03273075,0.11129928,0.03142029,0.055153787,0.016497325,0.05200000000000671,1
0,0,90,0.29289149999999997,0.1622295,0.0,0.0,0.45948967,0.216698,0.21452583,-0.04441914,0.011914687,0.7669999999999959,0
0,0,91,0.427671,0.18885599,0.0,0.0,0.15349908,0.16657579999999997,-0.27493954,0.27232534,0.019880198,0.9170000000000016,0
0,0,92,0.1292895,0.1561905,0.0,0.0,0.16097927,0.16327256,-0.23660886,-0.14705557,0.020526432,1.2169999999999845,0
0,0,93,0.1550925,0.20669849,0.0,0.0,0.06579022,0.21543009999999999,0.30316746,-0.30684638,0.012816921,0.3999999999999915,0
0,0,94,0.1270935,0.129564,0.0,0.0,0.13835262,0.10339427,-0.34098762,-0.24263062,0.012761267,0.21600000000000819,0
0,0,95,0.21603149,0.080703,0.0,0.0,0.21153478,0.051937632000000004,-0.23794448,0.31776062,0.013072655,0.13199999999997658,0
0,0,96,0.3000285,0.13230899999999998,0.0,0.0,0.26846933,0.2676469,-0.17864037,-0.17145675,0.020763244,0.5999999999999943,1
0,0,97,0.3615165,0.097996496,0.0,0.0,0.37268442,0.08934335,-0.1313965,0.20786975,0.015838867,0.13399999999998613,0
0,0,98,0.08756549999999999,0.167994,0.0,0.0,0.046844862,0.17506203,-0.104652196,-0.024280936,0.018158399,0.1680000000000348,0
0,0,99,0.3444975,0.14877899,0.0,0.0,0.37995052,0.036181583999999996,-0.28570962,0.12359057,0.011767136000000001,0.7659999999999911,1
0,0,100,0.30743998,0.1342305,0.0,0.0,0.41714785,0.020504555,-0.2597248,0.18394607,0.014573678999999999,0.3849999999999909,0
0,0,101,0.1122705,0.0809775,0.0,0.0,0.1379423,0.10656902,0.19621696,0.26609429999999995,0.012534021000000001,0.03200000000001069,0
0,0,102,0.4828455,0.106231496,0.0,0.0,0.49667504,0.10849024,0.09955583,0.16055237,0.015387363000000001,0.04999999999998295,0
0,0,103,0.27999,0.120230995,0.0,0.0,0.27505209999999997,0.11083181,-0.29982996,-0.28393015,0.018490621999999998,0.09899999999998954,0
0,0,104,0.18775799999999998,0.1715625,0.0,0.0,0.16842322,0.17880304,0.044498025999999996,-0.07062802,0.016798154,0.2330000000000041,1
0,0,105,0.08509499599999999,0.162504,0.0,0.0,0.07179608,0.15790056,0.26152486,-0.11699942,0.015330908999999998,0.1980000000000075,0
0,0,106,0.063135,0.1029375,0.0,0.0,0.06299722,0.09410997,-0.0058283214,-0.057407465,0.022069787999999996,0.016000000000019554,1
0,0,107,0.14081849,0.15426900000000002,0.0,0.0,0.20086163,0.16589151,-0.17878433,0.008029878,0.023843702,0.3009999999999877,1
0,0,108,0.157563,0.16689600000000002,0.0,0.0,0.08669335,0.07964223,0.35396257,0.15848573,0.021610663999999998,0.36700000000001864,0
0,0,109,0.18885599,0.2012085,0.0,0.0,0.2540905,0.18955897,0.34966505,-0.05411905,0.019383444,0.09900000000001796,0
0,0,110,0.17540550000000002,0.14301449,0.0,0.0,0.18309212,0.13625228,0.060711626,0.22795610000000002,0.0222921,0.06700000000000728,1
0,0,111,0.177876,0.14301449,0.0,0.0,0.50898385,0.0374543,0.18179525,0.26722655,0.009684633,0.7510000000000048,0
0,0,112,0.30743998,0.22838399,0.0,0.0,0.31638655,0.22444406,0.25950056,-0.088750064,0.014746168,0.06800000000001205,0
0,0,113,0.352458,0.12791699,0.0,0.0,0.334944,0.079818405,-0.18884765,0.33092538,0.018003253,0.18199999999998795,0
0,0,114,0.3143025,0.10430999999999999,0.0,0.0,0.29136807,0.04425332,-0.29722887,-0.14908718,0.015706241,0.7330000000000041,1
0,0,115,0.14658299,0.189405,0.0,0.0,0.16133012,0.19550708,-0.108215235,-0.2769428,0.013734956999999999,0.24800000000001887,0
0,0,116,0.13176,0.1133685,0.0,0.0,0.16852698,0.12835118,0.2101587,0.15817137,0.014411499,0.08400000000000318,0
0,0,117,0.3258315,0.052429497,0.0,0.0,0.340911,0.08123801,0.07527897,0.27860928,0.011155063,0.11899999999999977,0
0,0,118,0.328302,0.055997998,0.0,0.0,0.3755188,0.23909508,-0.2123,-0.1605547,0.013556238,0.7009999999999934,0
0,0,119,0.250893,0.083997,0.0,0.0,0.2856484,0.09687898,0.23935439,0.27658695,0.019499607,0.018000000000000682,0
0,0,120,0.377163,0.091134,0.0,0.0,0.3887065,0.10872818,-0.27170056,0.2950813,0.019046076000000002,0.04800000000000182,0
0,0,121,0.37688848,0.090585,0.0,0.0,0.41906312,0.06773641,-0.32605857,0.09807989,0.014270265,0.5,1
0,0,122,0.25308898,0.11583900000000001,0.0,0.0,0.06449261,0.11227365,0.25560272,-0.3555446,0.020037166999999998,0.5809999999999889,0
0,0,123,0.2176785,0.2023065,0.0,0.0,0.22808133,0.22254278,0.28607157,0.112196565,0.0119678825,0.08299999999999841,0
0,0,124,0.23332499,0.22865850000000001,0.0,0.0,0.23056415,0.21870936,-0.15200423,-0.10536692,0.022571097999999998,0.03299999999998704,1
0,0,125,0.23112899,0.22756049,0.0,0.0,0.10788355,0.07831173400000001,-0.024712384,0.31810957,0.017363228,0.5510000000000161,0
0,0,126,0.22536449,0.19764,0.0,0.0,0.46912205,0.11295951,-0.3434585,0.32890227,0.009787919,0.450999999999965,0
0,0,127,0.2868525,0.24073649999999996,0.0,0.0,0.29933724,0.15280497,0.021030784,0.32783258,0.021152169,0.4350000000000023,1
0,0,128,0.310734,0.25775549999999997,0.0,0.0,0.17353515,0.1666845,0.20477374,-0.22332343,0.015093061999999999,0.44899999999998386,0
0,0,129,0.32967448,0.1677195,0.0,0.0,0.35432163,0.173055,-0.015090794,-0.047839697,0.023682377999999997,0.13299999999998136,1
0,0,130,0.19215,0.1550925,0.0,0.0,0.1699652,0.12471789,-0.28691864,-0.12559489999999998,0.013116233,0.21699999999998454,0
0,0,131,0.45649350000000005,0.16168049,0.0,0.0,0.44195607,0.15691091,-0.22548649999999998,0.07601407,0.017637035,0.23200000000002774,0
0,0,132,0.402966,0.18528749,0.0,0.0,0.19886638,0.034027923,0.09038475,0.0022645593,0.0107853655,0.8510000000000275,0
0,0,133,0.28520548,0.16332750000000001,0.0,0.0,0.25943637,0.21342547,0.10371002,0.08895394,0.019063999999999998,0.23699999999999477,1
0,0,134,0.282735,0.21959999,0.0,0.0,0.43143760000000003,0.07150612,-0.041179,-0.102183886,0.014142472,0.7840000000000202,0
0,0,135,0.407358,0.01647,0.0,0.0,0.38700217,0.27322727,-0.35526004,-0.21245879,0.018684953,0.5490000000000066,0
0,0,136,0.1929735,0.15921,0.0,0.0,0.29818034,0.16500975,-0.11286372,-0.33155698,0.020962216000000002,0.6520000000000152,0
0,0,137,0.23689349,0.056546997,0.0,0.0,0.43228415,0.12118125,-0.22188237,-0.096321255,0.016776182,0.731000000000023,0
0,0,138,0.41339698,0.010705500000000001,0.0,0.0,0.41974115,0.07230919599999999,-0.049524605,0.21113175,0.022141961,0.0,0
0,0,139,0.35108548,0.12325050000000001,0.0,0.0,0.34244743,0.14914005,0.0065950453000000004,0.26242256,0.014434203,0.03299999999998704,0
0,0,140,0.028547998999999998,0.282186,0.0,0.0,0.024079824,0.26769778,0.052951068,0.1146481,0.009808664,0.16699999999997317,1
0,0,141,0.133407,0.15015149,0.0,0.0,0.14172314,0.10615515,0.089029305,0.26414640000000006,0.0121639855,0.18299999999999272,1
0,0,142,0.47708100000000003,0.076311,0.0,0.0,0.49146107,0.045344744000000006,-0.037287947,-0.03846765,0.020803154,0.26700000000002433,1
0,0,143,0.5091975000000001,0.182268,0.0,0.0,0.48103034,0.24881408,-0.10000357,-0.32846755,0.013512423999999999,0.4200000000000159,0
0,0,144,0.41120100000000004,0.116388,0.0,0.0,0.06784438,0.18398573,0.17106122,-0.24168214,0.017190773,0.4989999999999952,0
0,0,145,0.1517985,0.08235,0.0,0.0,0.413166,0.1990678,0.034335166,0.0664303,0.012279766000000001,0.667999999999978,0
0,0,146,0.41504398,0.24073649999999996,0.0,0.0,0.09750719,0.04576164,-0.08568704,0.3097741,0.022864725,0.7179999999999893,1
0,0,147,0.042822000000000006,0.25254,0.0,0.0,0.31881133,0.11089216,-0.015723973999999998,0.17632931,0.02278347,0.6680000000000064,1
0,0,148,0.5064525,0.20999250000000003,0.0,0.0,0.4669049,0.22926325,-0.16797747,-0.00177598,0.01871738,0.46599999999997976,0
0,0,149,0.161955,0.17238599,0.0,0.0,0.16930175,0.17310974,-0.05135405,0.15870744,0.023375046,0.0,1
0,0,150,0.162504,0.1704645,0.0,0.0,0.33240729999999996,0.14098354,0.24343246,-0.3564573,0.02273789,0.8499999999999943,1
0,0,151,0.0447435,0.1847385,0.0,0.0,0.025059192,0.19527528,-0.034615934,0.11601034,0.018378608,0.11699999999999022,0
0,0,152,0.035685,0.18528749,0.0,0.0,0.11325472,0.20144476,0.1797651,-0.035755575,0.017161055,0.49799999999999045,1
0,0,153,0.166347,0.13532850000000002,0.0,0.0,0.15077786,0.15023917,-0.2521386,0.07607419,0.013537853,0.0,0
0,0,154,0.19764,0.11776049400000001,0.0,0.0,0.23244846,0.020877587,0.35928532,0.27153277,0.014874749,0.518999999999977,0
0,0,155,0.1380735,0.1896795,0.0,0.0,0.1263923,0.18539512,-0.16536272,-0.015832514,0.010293485,0.08299999999996999,0
0,0,156,0.137799,0.18885599,0.0,0.0,0.24752118,0.08680649,0.17887254,-0.035860747000000005,0.0149974,0.8330000000000268,1
0,0,157,0.393084,0.052703999999999994,0.0,0.0,0.19388747,0.25652653,0.2642692,-0.32676178,0.021602124,0.4819999999999993,1
0,0,158,0.35739899999999997,0.20340450000000002,0.0,0.0,0.35504112,0.22346836,0.13812935,-0.19228254,0.020748688,0.19999999999998863,0
0,0,159,0.360144,0.1918755,0.0,0.0,0.070467405,0.08897613,0.19582905,0.14388883,0.01854238,0.5479999999999734,0
0,0,160,0.198738,0.15591599,0.0,0.0,0.4550956,0.02756041,0.35770223,-0.34465972,0.020440273000000002,0.6180000000000234,1
0,0,161,0.33763498,0.20752199,0.0,0.0,0.12776869999999999,0.18334948,-0.044956382,-0.19482931,0.015879005,0.5330000000000155,0
0,0,162,0.086742,0.160308,0.0,0.0,0.091480166,0.17631759,0.08935648,0.24112944,0.015032328000000001,0.0,0
0,0,163,0.3543795,0.060664497000000005,0.0,0.0,0.36510342,0.044730245999999994,-0.014487921,-0.18182482,0.016059006,0.09999999999999432,0
0,0,164,0.3208905,0.10321199999999998,0.0,0.0,0.30959472,0.046245432999999996,-0.29812150000000004,0.3170989,0.023112347000000002,0.5190000000000055,0
0,0,165,0.152073,0.178974,0.0,0.0,0.39611778,0.1642648,-0.14534943,-0.28426832,0.019634105,0.5009999999999764,0
0,0,166,0.2012085,0.22316849,0.0,0.0,0.20462885,0.22061414,0.060432285,-0.07451635599999999,0.013681935,0.01700000000002433,1
0,0,167,0.137799,0.108153,0.0,0.0,0.13596143,0.10044261,0.29064924,0.314658,0.012951325,0.16600000000002524,0
0,0,168,0.17732699,0.13532850000000002,0.0,0.0,0.077893615,0.062153954000000004,0.019067762,0.18991129999999998,0.020297317,0.532999999999987,0
0,0,169,0.48449248,0.15124949999999998,0.0,0.0,0.51190966,0.15485744,0.05732912,0.26534250000000004,0.010155043,0.09900000000001796,0
0,0,170,0.5070015,0.15948449,0.0,0.0,0.06654328,0.03529771,-0.31938723,0.027175456,0.023277983,0.835000000000008,0
0,0,171,0.29673448,0.105957,0.0,0.0,0.2992632,0.10455415400000001,-0.31631017,-0.11970317,0.017314103,0.08200000000002206,1
0,0,172,0.24540299,0.081252,0.0,0.0,0.12512769,0.024911122,0.113297574,0.006423651999999999,0.013798587,0.7150000000000034,0
0,0,173,0.0749385,0.06615449999999999,0.0,0.0,0.024816277,0.028095252999999997,-0.21665147,-0.31537622,0.016340491999999998,0.2980000000000018,0
0,0,174,0.0699975,0.045567,0.0,0.0,0.30313134,0.25197953,-0.0049321656,-0.11210115,0.023369337,0.5670000000000073,1
0,0,175,0.2517165,0.064233,0.0,0.0,0.31821609999999995,0.04254864,0.25004542,0.2778226,0.011960449,0.2830000000000439,0
0,0,176,0.2572065,0.237717,0.0,0.0,0.2007276,0.20863223,0.13177943,-0.30611858,0.016130791999999998,0.5179999999999723,0
0,0,177,0.034587,0.160308,0.0,0.0,0.07994686,0.18439035,0.25220668,-0.15411176,0.022840615,0.016999999999995907,0
0,0,178,0.1435635,0.16881749,0.0,0.0,0.15599972,0.1499404,0.21667136,-0.090403974,0.012486875,0.0,0
0,0,179,0.1435635,0.16881749,0.0,0.0,0.24121411,0.26690490000000006,-0.25813812,0.20763277,0.018759742,0.9830000000000041,0
0,0,180,0.4850415,0.17952299,0.0,0.0,0.5054427,0.14730829999999998,0.15902841,0.21839997,0.011371953,0.18300000000002115,0
0,0,181,0.52676547,0.1765035,0.0,0.0,0.42972636,0.121387765,-0.28633574,-0.2556074,0.020159523999999998,0.9540000000000077,0
0,0,182,0.17952299,0.1671705,0.0,0.0,0.07292237,0.16009545,0.32615328,-0.19539395,0.017420849,0.6170000000000186,1
0,0,183,0.46116,0.18885599,0.0,0.0,0.46042073,0.22238383,-0.34453458,-0.13798791,0.015597347,0.38400000000001455,0
0,0,184,0.33818400000000004,0.185013,0.0,0.0,0.30548483,0.08122907,0.21896984,-0.3092801,0.018906554,0.650999999999982,0
0,0,185,0.18117,0.10540799999999999,0.0,0.0,0.16295953,0.0765742,0.32390922,0.15600234,0.021088686000000002,0.18300000000002115,0
0,0,186,0.2341485,0.15070050000000001,0.0,0.0,0.24340653,0.18470329,-0.25436842,0.25480008,0.022508327,0.0,0
0,0,187,0.2335995,0.1528965,-0.0329400000000013,0.13175999999999854,0.259071,0.10317147,0.014591217,0.30679357,0.01875877,0.5649999999999977,0
0,0,188,0.26489250000000003,0.23552099,0.0,0.0,0.042562243,0.09737436,0.02408594,-0.24476275,0.014820301000000001,0.7179999999999893,1
0,0,189,0.064233,0.11583900000000001,0.0,0.0,0.16176395,0.17463943,-0.23015614,-0.031548142,0.017296135,0.3499999999999943,0
0,0,190,0.0244305,0.057645,0.0,0.0,0.06338612,0.050300755,0.29811284,0.09876832,0.01679252,0.06800000000004047,0
0,0,191,0.0167445,0.060115497999999996,0.0,0.0,0.036989246,0.22330293,-0.098510295,0.2722178,0.0146707855,0.7840000000000202,1
0,0,192,0.370026,0.24128549,0.0,0.0,0.40843913,0.24629416,-0.34728974,-0.32326227,0.01611716,1.4170000000000016,0
0,0,193,0.4422195,0.1677195,0.0,0.0,0.43429857,0.16102658,0.22640765,0.11249846,0.023195467999999997,0.034000000000020236,1
0,0,194,0.22481550000000003,0.08482050000000001,0.0,0.0,0.19388327,0.029075295,-0.07350582,-0.29479079999999996,0.02285792,0.2510000000000048,0
0,0,195,0.16332750000000001,0.10760399999999999,0.0,0.0,0.15535855,0.08826510000000001,0.22855617,0.058018684,0.012911586000000001,0.18200000000001637,0
0,0,196,0.149877,0.19407149999999998,0.0,0.0,0.121432975,0.22364622,-0.25593233,-0.35839295,0.012795009,0.5509999999999877,0
