,0
0.7,2.470000000006677
0.75,2.16000000000008
0.65,1.299999999997605
0.1,0.0
0.4,1.6099999999982761
0.85,3.070000000004924
0.15,0.0
0.2,0.30999999999960137
0.45,1.1999999999999824
0.55,1.2399999999999953
0.5,2.209999999998565
0.95,4.139999999999583
0.8,2.730000000015789
1.0,4.13999999999998
0.6,2.5800000000033623
0.3,1.1699999999999966
0.35,0.27999999999904956
0.9,4.139999999982554
0.25,0.2799999999995342
