subject_id,block,sentence_n,trialtime,x,y
0,63,2,31963.1875,2,5
0,63,2,32407.1237,0,2
0,63,2,33157.8229,0,3
0,63,2,33922.3772,3,9
0,64,2,708.0143,0,7
0,64,2,1121.7773,2,5
0,64,2,1565.7135,0,2
0,64,2,2032.7867,3,5
0,64,2,2421.642,2,7
0,64,2,2927.4972,0,2
0,64,2,3588.8816,2,5
0,64,2,4250.3279,0,2
0,64,2,4795.6458,0,3
0,64,2,5239.5819,3,5
0,64,2,5589.7858,2,6
0,64,2,6064.9041,0,2
0,64,2,6306.9059,0,2
0,64,2,6812.7611,2,7
0,64,2,7201.6164,3,5
0,64,2,7628.6425,0,4
0,64,2,8087.0504,0,8
0,64,2,8900.0758,3,5
0,64,2,9327.1019,0,4
0,64,2,9715.9572,1,6
0,64,2,10178.7827,0,2
0,64,2,10645.8559,3,5
0,64,2,11307.3516,1,2
0,64,2,12211.6362,0,9
0,64,2,12985.4129,0,2
0,64,2,13444.9061,0,2
0,64,2,13795.11,1,3
0,64,2,14401.4854,0,1
0,64,2,14946.8207,1,1
0,64,2,15423.4617,0,5
0,64,2,15844.1024,3,5
0,64,2,16194.3064,2,6
0,64,2,16572.6347,0,6
0,64,2,17168.4169,0,4
0,64,2,17812.9122,3,5
0,64,2,18474.4392,0,7
0,64,2,18901.4653,1,4
0,64,2,19290.3206,3,5
0,64,2,20389.7579,0,4
0,64,2,20778.6132,1,6
0,64,2,21675.594,0,2
0,64,2,22091.1365,0,5
0,64,2,22511.7772,3,6
0,64,2,23118.2186,2,4
0,64,2,23593.3368,0,8
0,64,2,23971.6652,2,8
0,64,2,24507.3758,0,2
0,64,2,24974.449,3,5
0,64,2,26069.3736,0,7
0,64,2,26495.4554,3,5
0,64,2,26988.5744,0,1
0,64,2,27514.1489,0,7
0,64,2,28337.3126,1,9
0,64,2,28796.8672,1,9
0,64,2,29370.1747,3,5
0,64,2,29748.5031,1,5
0,64,2,30175.5292,0,8
0,64,2,30642.6024,3,5
0,64,2,31069.6285,0,4
0,64,2,31458.4838,1,6
0,64,2,32138.862,0,2
0,64,2,32466.7435,0,3
0,64,2,32794.625,0,2
0,64,2,33369.0617,3,9
0,65,2,558.3902,2,7
0,65,2,1164.8424,0,8
0,65,2,1840.7242,0,4
0,65,2,2229.5795,1,6
0,65,2,2579.7834,0,7
0,65,2,3175.6219,2,7
0,65,2,3564.4772,1,5
0,65,2,3942.8056,3,5
0,65,2,4293.0095,2,6
0,65,2,4671.3379,0,6
0,65,2,5049.6663,0,4
0,65,2,5476.6924,3,5
0,65,2,5855.0208,1,5
0,65,2,6282.0468,0,8
0,65,2,6741.5655,0,8
0,65,2,7237.9891,1,3
0,65,2,7869.2059,3,5
0,65,2,8258.0612,2,7
0,65,2,8763.9164,0,2
0,65,2,9091.7979,0,1
0,65,2,9442.0018,1,2
0,65,2,9885.938,3,5
0,65,2,10570.5639,0,2
0,65,2,11245.6917,2,5
0,65,2,11689.6279,0,2
0,65,2,12234.911,0,3
0,65,2,12725.4188,0,5
0,65,2,13460.0601,1,3
0,65,2,13838.3885,1,1
0,65,2,14301.214,0,5
0,65,2,15011.8022,3,9
0,66,2,606.408,2,4
0,66,2,1081.5263,0,8
0,66,2,1459.8547,0,6
0,66,2,2104.3976,1,9
0,66,2,2629.9721,1,3
0,66,2,3043.7351,3,5
0,66,2,3464.3758,0,5
0,66,2,4102.5079,0,8
0,66,2,4698.3792,0,6
0,66,2,5342.8069,3,5
0,66,2,5835.9259,0,9
0,66,2,6163.8074,1,9
0,66,2,6722.1976,0,2
0,66,2,7072.4015,1,1
0,66,2,7617.7744,1,2
0,66,2,7945.6559,0,2
0,66,2,8630.2204,3,5
0,66,2,9322.8982,1,9
0,66,2,9881.2883,0,2
0,66,2,10733.8392,0,4
0,66,2,11160.8653,3,5
0,66,2,11587.8914,2,8
0,66,2,12341.2136,0,2
0,66,2,12808.2868,3,5
0,66,2,13252.223,1,8
0,66,2,13602.4269,2,7
0,66,2,13991.2822,0,8
0,66,2,14547.5489,0,1
0,66,2,15040.6679,3,5
0,66,2,15515.7862,1,1
0,66,2,16061.1591,1,2
0,66,2,16505.0952,3,5
0,66,2,16949.0314,1,2
0,66,2,17694.6768,0,8
0,66,2,17936.6786,0,8
0,66,2,18325.5339,2,7
0,66,2,18931.942,3,5
0,66,2,19407.0602,1,1
0,66,2,19952.4518,1,2
0,66,2,20627.2864,3,5
0,66,2,21771.4079,0,9
0,66,2,22099.2894,0,8
0,66,2,22627.4656,1,2
0,66,2,22869.4674,1,2
0,66,2,23695.5187,0,7
0,66,2,24084.374,2,6
0,66,2,24857.3439,1,9
0,66,2,25415.7341,0,3
0,66,2,26197.7056,2,10
0,66,2,27136.2688,0,2
0,66,2,27710.7055,3,9
0,67,2,327.8815,0,7
0,67,2,966.0136,0,4
0,67,2,1572.2705,1,2
0,67,2,2016.2067,3,5
0,67,2,2443.2328,0,4
0,67,2,2832.0881,1,6
0,67,2,3399.8447,0,7
0,67,2,3896.2683,1,2
0,67,2,4340.2045,3,5
0,67,2,5218.7323,0,7
0,67,2,5715.1559,1,2
0,67,2,6174.6927,1,2
0,67,2,6974.0564,0,6
0,67,2,7649.8658,0,2
0,67,2,7977.7473,1,2
0,67,2,8639.1199,3,5
0,67,2,9245.545,1,4
0,67,2,9634.4004,0,2
0,67,2,9984.6043,1,1
0,67,2,10411.6304,0,4
0,67,2,10789.9587,0,6
0,67,2,11210.5995,0,3
0,67,2,11538.481,0,2
0,67,2,12106.1387,1,3
0,67,2,12632.0811,3,5
0,67,2,13099.1543,0,2
0,67,2,13574.2726,2,6
0,67,2,13988.0356,0,8
0,67,2,14230.0374,0,8
0,67,2,14887.6084,1,8
0,67,2,15290.2792,3,9
0,68,2,378.3284,1,6
0,68,2,767.1837,0,8
0,68,2,1095.0652,0,9
0,68,2,1651.3319,0,2
0,68,2,2118.4051,3,5
0,68,2,2811.1094,1,1
0,68,2,3396.6355,1,9
0,68,2,3638.6373,1,10
0,68,2,4184.1097,2,10
0,68,2,4751.355,1,9
0,68,2,5444.0411,3,5
0,68,2,6105.5633,0,7
0,68,2,6601.987,1,2
0,68,2,7045.9231,3,5
0,68,2,7539.0422,0,1
0,68,2,7866.9237,0,2
0,68,2,8425.3138,1,9
0,68,2,8667.3157,1,9
0,68,2,9479.9264,3,9
0,69,2,350.2039,0,9
0,69,2,678.0854,1,9
0,69,2,920.0873,1,9
0,69,2,1487.8341,2,10
0,69,2,1729.8359,2,10
0,69,2,1971.8378,2,10
0,69,2,2322.0417,1,9
0,69,2,2889.8718,0,8
0,69,2,3268.2002,0,6
0,69,2,3813.5181,0,7
0,69,2,4309.9417,1,2
0,69,2,4985.1472,3,5
0,69,2,5398.9102,1,3
0,69,2,6078.8001,0,2
0,69,2,6467.6554,1,4
0,69,2,7073.9645,0,2
0,69,2,7909.4007,2,7
0,69,2,8405.8243,1,2
0,69,2,8902.2479,0,7
0,69,2,9316.0109,2,5
0,69,2,9759.9471,0,2
0,69,2,10227.0203,3,5
0,69,2,10794.8226,2,6
0,69,2,11291.2462,1,1
0,69,2,12152.4208,2,4
0,69,2,12832.7565,1,8
0,69,2,13358.3309,1,2
0,69,2,13802.2671,3,5
0,69,2,14680.4326,1,2
0,69,2,15138.8405,1,6
0,69,2,15527.6958,0,8
0,69,2,16235.6399,0,6
0,69,2,16880.0421,1,9
0,69,2,17623.1595,1,3
0,69,2,18036.9225,2,5
0,69,2,18364.804,3,5
0,69,2,18606.8059,3,5
0,69,2,18848.8077,3,5
0,69,2,19562.8012,2,10
0,69,2,19804.8031,2,10
0,69,2,20046.8049,2,10
0,69,2,20288.8068,2,10
0,69,2,20785.2304,3,5
0,69,2,21353.0187,2,6
0,69,2,22044.9025,0,2
0,69,2,22511.9757,3,5
0,69,2,22987.094,1,1
0,69,2,23483.5176,2,6
0,69,2,23910.5437,1,9
0,69,2,24468.9339,0,2
0,69,2,25153.4984,3,5
0,69,2,25580.5245,0,4
0,69,2,26473.0246,0,8
0,69,2,26940.0978,3,5
0,69,2,27367.1239,2,8
0,69,2,27925.514,1,1
0,69,2,28352.5401,0,4
0,69,2,28727.4623,2,4
0,69,2,29333.8679,1,6
0,69,2,29722.7232,3,5
0,69,2,30078.5969,1,6
0,69,2,30646.3109,0,7
0,69,2,31142.7345,1,2
0,69,2,31586.6707,3,5
0,69,2,32000.4337,1,3
0,69,2,32728.1829,0,8
0,69,2,33284.4496,0,1
0,69,2,34037.5618,2,7
0,69,2,34464.5879,1,4
0,69,2,34891.614,0,7
0,69,2,35602.1694,0,2
0,69,2,36160.5596,1,9
0,69,2,36686.1341,1,3
0,69,2,37099.8971,3,5
0,70,2,564.5955,0,7
0,70,2,953.4508,2,8
0,70,2,1598.0596,3,5
0,70,2,2041.9957,1,2
0,70,2,2430.851,0,4
0,70,2,2851.4918,0,7
0,70,2,3674.5284,1,9
0,70,2,4351.0885,1,9
0,70,2,5043.2897,3,5
0,70,2,5487.2258,0,7
0,70,2,6083.071,2,7
0,70,2,6471.9263,3,5
0,70,2,7078.3344,1,4
0,70,2,7722.8296,0,1
0,70,2,8323.7576,3,9
0,71,2,786.0131,1,6
0,71,2,1248.8386,0,2
0,71,2,1715.9118,3,5
0,71,2,2159.848,1,2
0,71,2,2487.7295,1,1
0,71,2,3361.7438,0,7
0,71,2,3824.5694,1,3
0,71,2,4455.7862,3,5
0,71,2,4882.8122,0,4
0,71,2,5831.2599,0,2
0,71,2,6389.65,1,9
0,71,2,6948.0402,0,2
0,71,2,7796.2809,2,4
0,71,2,8271.3992,0,8
0,71,2,8649.7276,2,8
0,71,2,9076.7537,3,5
0,71,2,9569.8727,0,1
0,71,2,9897.7542,1,1
0,71,2,10225.6357,1,2
0,71,2,11753.9808,3,5
0,71,2,12197.917,1,2
0,71,2,12586.7723,0,4
0,71,2,13007.413,0,7
0,71,2,13396.2683,1,9
0,71,2,13638.2702,1,9
0,71,2,14113.3885,3,5
0,71,2,14774.8773,0,7
0,71,2,15153.2057,2,7
0,71,2,15542.061,3,5
0,71,2,16234.7296,1,1
0,71,2,16709.8479,3,5
0,71,2,17202.967,0,9
0,71,2,17530.8485,0,8
0,71,2,18276.5676,1,2
0,71,2,18772.9912,0,7
0,71,2,19193.6319,0,4
0,71,2,19614.2727,0,7
0,71,2,19942.1542,0,8
0,71,2,20331.0095,2,7
0,71,2,20672.6379,3,5
0,71,2,21357.2614,0,8
0,71,2,21820.087,0,4
0,71,2,22147.9685,1,4
0,71,2,22893.6548,2,10
0,71,2,23135.6566,2,10
0,71,2,23663.8328,1,4
0,71,2,24052.6882,3,5
0,71,2,24496.6243,1,2
0,71,2,25393.5949,0,6
0,71,2,25771.9233,2,6
0,71,2,26452.3015,1,2
0,71,2,26841.1568,0,4
0,71,2,27597.8161,1,1
0,71,2,28125.9923,2,7
0,71,2,28569.9285,0,4
0,71,2,28990.5692,0,7
0,71,2,29518.7454,1,1
0,71,2,30321.8241,1,9
0,71,2,31014.5333,3,5
0,71,2,31507.6523,0,9
0,71,2,31974.7556,0,3
0,71,2,32685.2412,0,9
0,71,2,33013.1227,0,8
0,71,2,33255.1246,0,8
0,71,2,33497.1264,0,8
0,71,2,34095.9071,2,10
0,71,2,34337.9086,2,10
0,71,2,34579.9101,2,10
0,71,2,34821.9116,2,10
0,71,2,35235.6746,0,8
0,71,2,36142.4723,0,4
0,71,2,36520.8007,0,2
0,72,2,427.0261,0,1
0,72,2,754.9076,0,2
0,72,2,1221.9808,3,5
0,72,2,1697.0991,1,1
0,72,2,2085.9544,0,3
0,72,2,2631.2841,0,2
0,72,2,3098.3573,3,5
0,72,2,3759.8919,1,2
0,72,2,4962.8511,0,8
0,72,2,5341.1795,2,8
0,72,2,6094.481,0,2
0,72,2,6422.3625,0,1
0,72,2,7367.1328,1,6
0,72,2,7860.2519,1,1
0,72,2,8287.278,0,4
0,72,2,8714.3041,3,5
0,72,2,9181.3773,0,2
0,72,2,9717.0879,2,8
0,72,2,10493.0308,1,1
0,72,2,10820.9123,1,2
0,72,2,11209.7676,2,4
0,72,2,11854.8562,0,6
0,72,2,12281.8823,1,9
0,72,2,12867.4083,1,1
0,72,2,13294.4344,0,4
0,72,2,13672.7628,0,2
0,72,2,14022.9667,1,3
0,72,2,14406.1471,3,5
0,72,2,14973.9209,2,6
0,72,2,15362.7762,0,5
0,72,2,15789.8023,1,2
0,72,2,16178.6576,0,4
0,72,2,16605.6837,1,1
0,72,2,17575.7387,2,7
0,72,2,18256.117,1,3
0,72,2,18606.3209,0,2
0,72,2,18934.2024,0,3
0,72,2,19284.4063,1,2
0,72,2,19849.0018,3,9
0,73,2,462.8255,2,6
0,73,2,906.7617,0,3
0,73,2,1365.1695,0,7
0,73,2,2110.8149,1,1
0,73,2,2856.5112,2,7
0,73,2,3245.3665,3,5
0,73,2,3889.9787,2,8
0,73,2,4278.834,0,7
0,73,2,4916.9915,0,4
0,73,2,5295.3199,2,4
0,73,2,5670.3909,1,6
0,73,2,6133.2164,0,2
0,73,2,6691.6066,1,9
0,73,2,7164.9767,1,9
0,73,2,7640.0949,3,5
0,73,2,8133.214,0,1
0,73,2,8658.7885,0,7
0,73,2,9047.6438,1,9
0,73,2,9723.827,1,9
0,73,2,10198.9452,3,5
0,73,2,10674.0635,1,9
0,73,2,11062.9188,0,7
0,73,2,11413.1227,1,8
0,73,2,11941.299,0,2
0,73,2,12499.6891,1,9
0,73,2,12962.5147,0,5
0,73,2,13383.1554,3,5
0,73,2,13827.0915,1,2
0,73,2,14135.0135,0,3
0,73,2,14462.895,0,2
0,73,2,15272.9685,2,10
0,73,2,15514.9704,2,10
0,73,2,16282.3022,0,2
0,73,2,16827.5598,0,3
0,73,2,17241.3228,2,5
0,73,2,17685.259,0,2
0,73,2,18152.3322,3,5
0,73,2,18627.4505,1,1
0,73,2,18955.332,1,2
0,73,2,19616.7595,3,5
0,73,2,20248.0923,1,3
0,73,2,20892.5876,0,6
0,73,2,21740.5699,2,4
0,73,2,22371.843,0,2
0,73,2,22838.9162,3,5
0,73,2,23282.8524,1,2
0,73,2,23671.7077,0,4
0,73,2,24098.7338,1,1
0,73,2,24901.7766,1,9
0,73,2,25460.1668,0,2
0,73,2,25880.8075,0,5
0,73,2,26958.4867,1,2
0,73,2,27402.4228,3,5
0,73,2,27970.2176,2,6
0,73,2,28466.6413,1,1
0,73,2,29223.3636,2,4
0,73,2,29686.1891,1,8
0,73,2,30075.0444,0,6
0,73,2,30495.6851,0,9
0,73,2,30916.3258,3,9
0,74,2,680.4082,0,4
0,74,2,1008.2897,0,3
0,74,2,1386.6181,0,5
0,74,2,1807.2589,3,5
0,74,2,2451.871,0,4
0,74,2,3170.3539,1,6
0,74,2,3520.5579,0,7
0,74,2,4016.9815,1,2
0,74,2,4460.9176,3,5
0,74,2,4927.9909,0,8
0,74,2,5863.1553,2,7
0,74,2,6369.0105,0,2
0,74,2,6836.0837,3,5
0,74,2,7224.9391,2,7
0,74,2,7613.7944,0,9
0,74,2,8220.1926,2,10
0,74,2,8633.9556,0,8
0,74,2,9190.2223,0,1
0,74,2,9683.3413,3,5
0,74,2,10158.4596,1,1
0,74,2,11030.0999,2,7
0,74,2,11492.9254,1,3
0,74,2,11906.6884,3,5
0,74,2,12381.8067,1,9
0,74,2,13157.7686,0,2
0,74,2,13536.097,0,4
0,74,2,14397.1377,3,5
0,74,2,14824.1638,2,8
0,74,2,15705.8306,0,2
0,74,2,16390.2704,3,5
0,74,2,16834.2066,1,8
0,74,2,17618.7189,2,7
0,74,2,18224.6571,0,8
0,74,2,19110.5771,0,1
0,74,2,19928.8812,3,9
0,75,2,327.8815,0,1
0,75,2,655.763,0,2
0,75,2,983.6445,0,3
0,75,2,1311.526,0,2
0,75,2,1996.053,3,5
0,75,2,2489.1721,0,1
0,75,2,3045.4387,0,8
0,75,2,3538.5578,0,3
0,75,2,4034.9814,1,8
0,75,2,4385.1853,0,7
0,75,2,4760.2313,2,7
0,75,2,5149.0866,1,5
0,75,2,5744.9063,3,5
0,75,2,6206.6751,0,1
0,75,2,6732.2496,0,7
0,75,2,7152.8903,0,4
0,75,2,7541.7456,1,6
0,75,2,7930.6009,3,5
0,75,2,8575.1969,0,4
0,75,2,8964.0522,1,6
0,75,2,9426.8777,0,2
0,75,2,9893.9509,3,5
0,75,2,10337.8871,1,2
0,75,2,10896.2773,0,9
0,75,2,11670.0868,0,2
0,75,2,11912.0887,0,2
0,75,2,12262.2926,1,3
0,75,2,12868.524,0,1
0,75,2,13196.4055,1,1
0,75,2,13876.7224,0,5
0,75,2,14369.8414,3,9
0,76,2,350.2039,1,1
0,76,2,935.7299,1,9
0,76,2,1926.226,1,2
0,76,2,2454.4022,0,8
0,76,2,2879.6571,3,5
0,76,2,3323.5932,0,7
0,76,2,4178.3825,0,4
0,76,2,4605.4086,3,5
0,76,2,5080.5269,1,1
0,76,2,5667.8329,0,9
0,76,2,5909.8347,0,9
0,76,2,6683.6115,0,2
0,76,2,7033.8154,1,1
0,76,2,7422.6707,0,3
0,76,2,7990.311,1,3
0,76,2,8318.1925,1,2
0,76,2,8560.1944,1,2
0,76,2,8802.1961,1,2
0,76,2,9044.1979,1,2
0,76,2,9286.1998,1,2
0,76,2,10090.9749,2,10
0,76,2,10332.9768,2,10
0,76,2,10574.9786,2,10
0,76,2,10816.9805,2,10
0,76,2,11058.9823,2,10
0,76,2,11300.9842,2,10
0,76,2,12322.6526,1,2
0,76,2,12766.5888,3,5
0,76,2,13372.9968,2,7
0,76,2,13979.4239,0,8
0,76,2,14446.4971,3,5
0,76,2,14939.6162,0,9
0,76,2,15744.4322,1,1
0,76,2,16207.2578,0,5
0,76,2,16868.6477,2,8
0,76,2,17404.3583,0,2
0,76,2,17910.2135,2,8
0,76,2,18238.095,2,7
0,76,2,18851.1934,2,10
0,76,2,19093.195,2,10
0,76,2,19731.4449,2,7
0,76,2,20175.3811,0,4
0,76,2,21165.2866,3,5
0,76,2,21609.2228,0,7
0,76,2,22539.922,1,2
0,76,2,23201.3064,3,5
0,76,2,23862.8286,0,3
0,76,2,24408.1639,0,2
0,76,2,24898.6717,0,0
0,76,2,25424.2461,0,6
0,76,2,25752.1276,0,7
0,76,2,26428.0268,0,3
0,76,2,26755.9083,0,2
0,76,2,27106.1122,1,3
0,76,2,27953.8803,3,5
0,76,2,28380.9064,0,4
0,76,2,28839.3143,0,8
0,76,2,29435.1166,2,8
0,76,2,30247.6804,0,8
0,76,2,30958.2358,0,3
0,76,2,31200.2377,0,3
0,76,2,31693.3567,0,8
0,76,2,32249.6234,0,1
0,76,2,32850.5513,3,9
0,77,2,443.9362,0,7
0,77,2,1105.4632,3,5
0,77,2,1494.3185,2,7
0,77,2,2000.1737,0,2
0,77,2,2242.1756,0,2
0,77,2,2592.3795,1,3
0,77,2,3223.5091,3,5
0,77,2,3650.5352,0,4
0,77,2,4326.3447,0,8
0,77,2,4793.4179,3,5
0,77,2,5220.444,0,4
0,77,2,5647.4701,1,1
0,77,2,6450.4499,1,9
0,77,2,6778.3314,1,8
0,77,2,7222.2675,3,5
0,77,2,7649.2936,0,4
0,77,2,8107.7015,0,8
0,77,2,8904.5219,3,5
0,77,2,9331.548,0,4
0,77,2,10007.4096,0,8
0,77,2,10385.738,2,8
0,77,2,10812.7641,3,5
0,77,2,11380.5184,2,4
0,77,2,11807.5445,1,1
0,77,2,12196.3998,0,3
0,77,2,12724.576,1,9
0,77,2,13220.9996,0,4
0,77,2,13679.4074,0,8
0,77,2,14050.6195,2,7
0,77,2,15321.2055,3,5
0,77,2,15965.7911,0,4
0,77,2,16354.6464,1,6
0,77,2,16817.4719,0,2
0,77,2,17527.9926,0,7
0,77,2,17986.4004,0,3
0,77,2,18430.3366,3,5
0,77,2,18844.0996,1,3
0,77,2,19194.3035,0,2
0,77,2,19825.5766,2,4
0,77,2,21375.3424,0,7
0,77,2,21845.9614,1,3
0,77,2,22173.8429,1,2
0,77,2,22978.6402,2,10
0,77,2,23220.642,2,10
0,77,2,23807.948,1,2
0,77,2,24304.3716,0,7
0,77,2,24849.7699,0,8
0,77,2,25350.8046,2,7
0,77,2,25678.6861,2,8
0,77,2,26237.0763,1,1
0,77,2,26793.343,1,8
0,77,2,27321.5192,0,2
0,77,2,27649.4007,0,3
0,77,2,28196.8721,3,9
0,78,2,462.8255,1,6
0,78,2,851.6808,0,8
0,78,2,1179.5623,0,9
0,78,2,1953.2654,0,2
0,78,2,2420.3386,3,5
0,78,2,2847.3647,0,4
0,78,2,3236.22,1,6
0,78,2,3586.4239,0,7
0,78,2,4082.8476,1,2
0,78,2,4526.7837,3,5
0,78,2,4930.8982,2,8
0,78,2,5466.6088,0,2
0,78,2,5794.4903,1,2
0,78,2,6036.4922,1,2
0,78,2,6581.8219,1,1
0,78,2,7040.2297,1,5
0,78,2,7467.2558,0,2
0,78,2,8151.7052,3,5
0,78,2,8595.6413,0,7
0,78,2,9309.5341,1,2
0,78,2,9971.0052,3,5
0,78,2,10615.6011,2,8
0,78,2,11029.3641,0,6
0,78,2,11443.1272,2,4
0,78,2,11831.9825,1,6
0,78,2,12220.8378,3,5
0,78,2,12571.0417,2,6
0,78,2,13046.16,0,2
0,78,2,13754.0343,0,4
0,78,2,13996.0359,0,4
0,78,2,14374.3643,0,2
0,78,2,14702.2458,0,3
0,78,2,15146.1819,3,5
0,78,2,15919.8836,0,3
0,78,2,16465.2343,0,2
0,78,2,16870.3479,2,4
0,78,2,17501.6613,0,2
0,78,2,18420.4026,0,7
0,78,2,18834.1657,2,5
0,78,2,19278.1018,0,2
0,78,2,19628.3057,1,3
0,78,2,20042.0687,3,5
0,78,2,20686.6857,0,4
0,78,2,21075.541,1,6
0,78,2,21568.6601,1,1
0,78,2,22096.8363,2,7
0,78,2,22703.2511,3,5
0,78,2,23123.8918,0,5
0,78,2,23761.9342,0,2
0,78,2,24089.8157,1,2
0,78,2,24478.671,0,4
0,78,2,24856.9994,0,3
0,78,2,25638.9965,2,10
0,78,2,26231.5352,0,2
0,78,2,26889.0652,0,3
0,78,2,27216.9467,1,3
0,78,2,27595.2751,1,1
0,78,2,28058.1007,0,5
0,78,2,28485.1268,1,2
0,78,2,29049.7222,3,9
0,79,2,467.0732,0,1
0,79,2,794.9547,0,2
0,79,2,1262.0279,3,5
0,79,2,1737.1462,1,1
0,79,2,2322.6722,1,9
0,79,2,3096.4557,1,2
0,79,2,3624.6319,0,8
0,79,2,4091.7052,3,5
0,79,2,4851.4386,1,3
0,79,2,5201.6425,0,2
0,79,2,5615.4055,2,4
0,79,2,6059.3416,0,7
0,79,2,6739.7101,1,3
0,79,2,7307.3622,0,2
0,79,2,7657.5661,1,3
0,79,2,8071.3291,3,5
0,79,2,9020.7664,1,1
0,79,2,9479.1742,1,5
0,79,2,9937.5821,1,1
0,79,2,10899.9168,0,7
0,79,2,11278.2452,2,7
0,79,2,11774.6688,1,2
0,79,2,12163.5241,0,4
0,79,2,12807.9518,3,5
0,79,2,13500.6562,1,1
0,79,2,14755.7932,3,5
0,79,2,15144.6485,1,4
0,79,2,15953.3684,0,8
0,79,2,16446.4875,0,3
0,79,2,16952.3426,2,8
0,79,2,17728.3445,1,1
0,79,2,18531.3397,1,9
0,79,2,19553.012,3,5
0,79,2,19996.9482,1,2
0,79,2,20758.9595,0,2
0,79,2,21109.1634,1,1
0,79,2,21536.1895,0,4
0,79,2,21956.8302,0,7
0,79,2,22552.6499,2,7
0,79,2,23159.088,1,5
0,79,2,23537.4163,3,5
0,79,2,24342.3124,1,1
0,79,2,25510.8127,0,3
0,79,2,25752.8145,0,3
0,79,2,26372.9391,1,1
0,79,2,26901.1153,2,7
0,79,2,27289.9706,1,5
0,79,2,27716.9967,0,2
0,79,2,28252.7073,2,8
0,79,2,29118.1801,0,2
0,79,2,29624.0352,2,7
0,79,2,30067.9714,0,4
0,79,2,30805.6479,3,9
0,80,2,713.8774,0,4
0,80,2,1102.7327,1,6
0,80,2,1452.9366,0,7
0,80,2,1949.3602,1,2
0,80,2,2610.803,3,5
0,80,2,3054.7391,0,7
0,80,2,3551.1627,1,3
0,80,2,3879.0443,1,2
0,80,2,4121.0461,1,2
0,80,2,4363.048,1,2
0,80,2,4605.0498,1,2
0,80,2,4847.0517,1,2
0,80,2,5651.8777,2,10
0,80,2,5893.8795,2,10
0,80,2,6135.8814,2,10
0,80,2,6377.8832,2,10
0,80,2,6619.8851,2,10
0,80,2,6861.8869,2,10
0,80,2,7449.1929,1,2
0,80,2,7893.1291,3,5
0,80,2,8499.5542,2,7
0,80,2,8888.4095,0,8
0,80,2,9346.8174,0,4
0,80,2,9773.8435,3,6
0,80,2,10497.2847,1,1
0,80,2,11189.8722,3,5
0,80,2,11785.7601,1,5
0,80,2,12212.7862,0,8
0,80,2,12672.2981,0,8
0,80,2,13162.157,1,3
0,80,2,13575.9201,3,5
0,80,2,14349.6265,1,2
0,80,2,14846.0501,0,7
0,80,2,15266.6908,0,4
0,80,2,15645.0192,0,6
0,80,2,16141.4429,1,1
0,80,2,16568.4689,0,4
0,80,2,16989.1097,0,7
0,80,2,17316.9912,0,8
0,80,2,17705.8465,2,7
0,80,2,18050.2587,3,5
0,80,2,18694.8547,0,3
0,80,2,19022.7362,0,4
0,80,2,19264.738,0,4
0,80,2,19506.7399,0,4
0,80,2,19748.7417,0,4
0,80,2,19990.7436,0,4
0,80,2,20232.7454,0,4
0,80,2,20985.9252,2,10
0,80,2,21227.9271,2,10
0,80,2,21469.9289,2,10
0,80,2,21711.9308,2,9
0,80,2,22039.8123,2,10
0,80,2,22281.8141,2,10
0,80,2,22523.816,2,10
0,80,2,23059.5266,0,4
0,80,2,23517.9344,0,8
0,80,2,24419.189,3,5
0,80,2,25099.1567,2,6
0,80,2,25790.9134,0,2
0,80,2,26699.8146,3,5
0,80,2,27361.3103,0,7
0,80,2,27739.6386,2,7
0,80,2,28128.4939,3,5
0,80,2,28621.613,0,1
0,80,2,29147.1875,0,7
0,80,2,30002.0301,0,4
0,80,2,30608.2615,1,6
0,80,2,30997.1168,0,8
0,80,2,31361.2082,0,6
0,80,2,31957.0534,0,4
0,80,2,32384.0795,3,5
0,80,2,33076.7572,1,1
0,80,2,33551.8755,3,5
0,80,2,33902.0794,2,4
0,80,2,34377.1977,0,8
0,80,2,35111.9541,2,7
0,80,2,35555.8903,0,4
0,80,2,36101.2256,0,3
0,80,2,36490.0809,1,1
0,80,2,36917.107,2,4
0,80,2,37295.4354,0,4
0,80,2,38033.0342,3,9
0,81,2,350.2039,0,4
0,81,2,739.0592,1,6
0,81,2,1201.8848,0,2
0,81,2,1998.5856,3,5
0,81,2,2605.0253,1,4
0,81,2,3375.5663,0,7
0,81,2,3833.9741,0,3
0,81,2,4401.6318,1,2
0,81,2,4916.482,0,4
0,81,2,5343.5081,3,5
0,81,2,5671.3896,2,5
0,81,2,6085.1526,0,7
0,81,2,6578.2717,0,2
0,81,2,6956.6001,0,4
0,81,2,7618.0054,2,7
0,81,2,8146.1816,1,1
0,81,2,8704.5718,2,8
0,81,2,9240.2824,0,2
0,81,2,9568.1639,1,2
0,81,2,9896.0454,0,2
0,81,2,10350.2375,3,5
0,81,2,11107.0413,0,4
0,81,2,11434.9228,0,3
0,81,2,11823.7781,1,1
0,81,2,12569.3822,0,7
0,81,2,12947.7106,2,7
0,81,2,13453.5658,0,2
0,81,2,13695.5677,0,2
0,81,2,14162.6409,3,5
0,81,2,14655.7599,0,9
0,81,2,15034.0883,0,7
0,81,2,15422.9436,1,9
0,81,2,15990.7154,0,8
0,81,2,16449.1232,0,4
0,81,2,16837.9785,1,2
0,81,2,17281.9147,3,5
0,81,2,17775.0337,0,1
0,81,2,18102.9153,0,2
0,81,2,18430.7968,0,3
0,81,2,19216.6086,0,2
