subject_id,block,sentence_n,trialtime,x,y
0,10,2,16289.6161,0,1
0,10,2,16834.934,0,2
0,10,2,17315.8227,3,5
0,10,2,17759.7589,1,2
0,10,2,18647.8385,0,9
0,10,2,19538.6625,0,8
0,10,2,19866.544,0,8
0,10,2,20194.4255,1,8
0,10,2,20800.8526,2,10
0,10,2,21042.8545,2,10
0,10,2,21431.7098,1,8
0,10,2,21959.886,0,2
0,10,2,22426.9592,3,5
0,10,2,22894.0324,0,8
0,10,2,23282.8877,2,7
0,10,2,24362.8367,3,5
0,10,2,24969.2764,1,4
0,10,2,25319.4803,0,3
0,10,2,25777.8882,0,7
0,10,2,26240.7137,1,3
0,10,2,26619.0421,1,1
0,10,2,27081.8676,0,5
0,10,2,27574.9866,3,9
0,11,2,443.9362,1,2
0,11,2,771.8177,0,2
0,11,2,1013.8195,0,2
0,11,2,1698.4128,3,5
0,11,2,2336.6062,0,5
0,11,2,2974.7383,0,8
0,11,2,3353.0667,0,6
0,11,2,3780.0928,3,5
0,11,2,4247.166,0,8
0,11,2,4636.0213,2,7
0,11,2,5024.8766,3,5
0,11,2,5451.9027,0,4
0,11,2,5834.7374,1,6
0,11,2,6515.0321,0,2
0,11,2,6982.1053,3,5
0,11,2,7409.1314,0,4
0,11,2,7797.9867,1,6
0,11,2,8148.1907,0,7
0,11,2,8606.5985,0,3
0,11,2,9368.9905,1,3
0,11,2,9904.7011,3,9
0,12,2,606.3091,1,6
0,12,2,1069.1346,0,2
0,12,2,1536.2078,3,5
0,12,2,1980.144,0,7
0,12,2,2476.5676,1,2
0,12,2,2920.5038,3,5
0,12,2,3613.2064,1,9
0,12,2,4002.0618,0,7
0,12,2,4498.4854,1,2
0,12,2,4887.3407,0,4
0,12,2,5595.3022,0,3
0,12,2,5923.1837,0,2
0,12,2,6165.1856,0,2
0,12,2,6975.1781,2,10
0,12,2,7217.1799,2,10
0,12,2,7459.1818,2,10
0,12,2,8051.7204,0,2
0,12,2,8401.9244,1,3
0,12,2,9033.1411,3,5
0,12,2,9508.2594,1,1
0,12,2,9836.1409,1,2
0,12,2,10497.5872,3,5
0,12,2,11128.9362,1,3
0,12,2,11724.7847,1,1
0,12,2,12187.6102,0,5
0,12,2,12608.2509,3,5
0,12,2,13035.277,0,4
0,12,2,13711.0865,0,8
0,12,2,14178.1597,3,5
0,12,2,14823.2977,1,3
0,12,2,15201.6261,1,1
0,12,2,15843.8389,1,5
0,12,2,16557.7108,2,10
0,12,2,17063.566,0,5
0,12,2,17556.685,3,9
0,13,2,462.8255,0,4
0,13,2,851.6808,1,6
0,13,2,1531.9977,0,2
0,13,2,1999.0709,3,5
0,13,2,2349.2748,2,6
0,13,2,3084.0672,0,7
0,13,2,3690.4393,1,5
0,13,2,4068.7677,3,5
0,13,2,4495.7938,0,4
0,13,2,4916.4345,0,7
0,13,2,5305.2898,1,5
0,13,2,5633.1713,1,6
0,13,2,6022.0266,0,4
0,13,2,6449.0527,3,5
0,13,2,6916.1259,0,2
0,13,2,7639.4503,2,7
0,13,2,8550.3917,1,3
0,13,2,8964.1548,3,5
0,13,2,9353.0101,1,6
0,13,2,10063.5829,1,1
0,13,2,10391.4644,1,2
0,13,2,10835.4006,3,5
0,13,2,11224.2559,2,7
0,13,2,11613.1112,0,8
0,13,2,12080.1844,3,5
0,13,2,12524.1205,0,3
0,13,2,12852.002,0,2
0,13,2,13202.206,1,1
0,13,2,13787.732,1,9
0,13,2,14262.8502,3,5
0,13,2,14936.6756,2,5
0,13,2,15623.8599,1,1
0,13,2,16209.3859,1,9
0,13,2,16636.412,0,6
0,13,2,17094.8198,0,2
0,13,2,17779.3844,3,5
0,13,2,18472.0887,1,1
0,13,2,19145.8646,1,2
0,13,2,19589.8008,3,5
0,13,2,20064.919,1,1
0,13,2,20757.5541,3,5
0,13,2,21146.4094,1,4
0,13,2,21567.0502,1,1
0,13,2,22057.8805,2,7
0,13,2,22501.8166,0,4
0,13,2,23160.112,1,1
0,13,2,23487.9935,1,2
0,13,2,24132.5397,1,5
0,13,2,24846.4171,2,10
0,13,2,25698.2682,0,5
0,13,2,26336.4003,3,4
0,13,2,26856.623,0,9
0,13,2,27402.0474,1,10
0,13,2,27729.9289,1,9
0,13,2,28297.7238,2,10
0,13,2,28539.7256,2,10
0,13,2,28889.9295,1,9
0,13,2,29475.4555,1,1
0,13,2,29901.0426,0,5
0,13,2,30539.1197,0,2
0,13,2,30867.0012,0,3
0,13,2,31414.4726,3,9
0,14,2,644.4799,1,7
0,14,2,1288.9799,2,10
0,14,2,2384.6122,0,7
0,14,2,2881.0358,1,2
0,14,2,3377.4594,2,7
0,14,2,3821.3956,0,4
0,14,2,4248.4217,3,5
0,14,2,4675.4477,0,4
0,14,2,5064.3031,1,6
0,14,2,5557.4221,1,1
0,14,2,5984.4482,0,4
0,14,2,6411.4743,3,5
0,14,2,6866.7778,1,1
0,14,2,7363.2014,2,6
0,14,2,7994.5239,0,8
0,14,2,8590.3262,0,6
0,14,2,8968.6546,0,4
0,14,2,9626.8723,3,5
0,14,2,10053.8984,0,4
0,14,2,10442.7537,1,6
0,14,2,10905.5793,0,2
0,14,2,11718.506,3,5
0,14,2,12211.625,0,1
0,14,2,12539.5065,1,1
0,14,2,13002.3321,0,5
0,14,2,13422.9728,3,5
0,14,2,14084.5073,0,7
0,14,2,14490.4848,1,4
0,14,2,14818.3663,0,4
0,14,2,15060.3681,0,4
0,14,2,15302.37,0,4
0,14,2,15544.3718,0,4
0,14,2,15786.3736,0,4
0,14,2,16480.3834,2,10
0,14,2,16722.3849,2,10
0,14,2,16964.3863,2,10
0,14,2,17206.3878,2,10
0,14,2,17448.3893,2,10
0,14,2,17690.3908,2,10
0,14,2,18226.1014,0,4
0,14,2,18653.1275,3,5
0,14,2,19003.3314,2,4
0,14,2,19478.4497,0,8
0,14,2,20074.2949,0,6
0,14,2,20501.321,1,9
0,14,2,21026.8954,1,3
0,14,2,21440.6585,3,5
0,14,2,21829.5138,1,6
0,14,2,22322.6328,1,1
0,14,2,22909.9388,0,9
0,14,2,23369.4574,0,9
0,14,2,23925.7241,0,2
0,14,2,24431.5793,2,7
0,14,2,25038.0316,3,9
0,15,2,458.4078,0,4
0,15,2,847.2631,1,6
0,15,2,1527.6414,0,2
0,15,2,1994.7146,3,5
0,15,2,2344.9185,2,3
0,15,2,3118.7447,2,10
0,15,2,4102.5091,2,4
0,15,2,4529.5352,1,1
0,15,2,5025.9588,0,6
0,15,2,5488.7843,1,2
0,15,2,6034.2007,0,2
0,15,2,6501.2739,3,5
0,15,2,6968.3471,0,8
0,15,2,7431.1727,1,4
0,15,2,7820.028,3,5
0,15,2,8793.5834,0,4
0,15,2,9182.4387,1,6
0,15,2,9563.1305,0,2
0,15,2,10247.6401,3,5
0,15,2,10636.4954,1,4
0,15,2,11032.5572,0,8
0,15,2,11360.4387,0,7
0,15,2,11602.4406,0,6
0,15,2,12295.0502,2,10
0,15,2,12537.052,2,10
0,15,2,12779.0539,2,10
0,15,2,13222.99,0,7
0,15,2,14011.0512,0,3
0,15,2,14338.9327,0,2
0,15,2,14806.0059,3,5
0,15,2,15299.1249,0,1
0,15,2,15843.3222,1,1
0,15,2,16439.3984,1,2
0,15,2,16883.3346,3,5
0,15,2,17310.3607,0,6
0,15,2,17916.6176,2,7
0,15,2,19287.0714,1,3
0,15,2,19632.5949,0,2
0,15,2,20177.9456,0,3
0,15,2,20621.8818,3,5
0,15,2,21283.404,0,7
0,15,2,21661.7324,2,7
0,15,2,22257.5808,2,5
0,15,2,22701.517,0,2
0,15,2,23246.7651,1,2
0,15,2,23649.4359,0,4
0,15,2,24070.0767,0,7
0,15,2,24458.932,1,5
0,15,2,24917.3398,1,1
0,15,2,25336.8631,0,4
0,15,2,25974.9576,0,7
0,15,2,26302.8391,0,8
0,15,2,26691.6944,2,7
0,15,2,27080.5497,3,5
0,15,2,27573.6687,0,9
0,15,2,27901.5502,0,8
0,15,2,28814.4469,1,9
0,15,2,29203.3022,0,7
0,15,2,29647.2384,2,4
0,15,2,30061.0014,0,2
0,15,2,30528.0746,3,5
0,15,2,30972.0107,1,2
0,15,2,31517.4023,1,1
0,15,2,32045.5786,0,7
0,15,2,32508.4041,1,3
0,15,2,33044.1147,3,9
0,16,2,644.5174,0,9
0,16,2,1189.9707,1,9
0,16,2,1748.3609,0,2
0,16,2,2315.941,1,1
0,16,2,2860.588,1,2
0,16,2,3405.9796,0,2
0,16,2,3873.0528,3,5
0,16,2,4565.7305,1,9
0,16,2,5124.1207,0,2
0,16,2,5502.4491,0,4
0,16,2,5929.4752,3,5
0,16,2,6356.5013,2,8
0,16,2,7251.9816,0,2
0,16,2,7719.0548,3,5
0,16,2,8162.991,1,8
0,16,2,8947.7276,2,7
0,16,2,9336.5829,0,8
0,16,2,9892.8496,0,1
0,16,2,10385.9686,3,5
0,16,2,10829.9048,0,7
0,16,2,11256.9308,1,4
0,16,2,11863.3062,3,6
0,16,2,12724.5235,0,5
0,16,2,13691.6004,0,8
0,16,2,14833.3725,0,6
0,16,2,15260.3986,3,5
0,16,2,15735.5169,1,9
0,16,2,16511.4979,0,2
0,16,2,16861.7018,1,1
0,16,2,17250.5572,0,3
0,16,2,17725.6754,2,7
0,16,2,18114.5307,3,5
0,16,2,18807.2399,1,1
0,16,2,19335.4161,2,7
0,16,2,19966.7318,0,5
0,16,2,20728.721,0,4
0,16,2,21117.5763,1,6
0,16,2,21467.7802,0,7
0,16,2,21846.1086,2,7
0,16,2,22234.9639,1,5
0,16,2,22613.2923,3,5
0,16,2,23306.009,1,1
0,16,2,23733.035,0,4
0,16,2,24160.0611,3,5
0,16,2,24587.0872,0,4
0,16,2,24975.9425,1,6
0,16,2,25438.7681,0,2
0,16,2,25905.8413,3,5
0,16,2,26294.6966,1,4
0,16,2,26787.8156,1,9
0,16,2,27138.0195,0,8
0,16,2,27380.0214,0,8
0,16,2,28090.6833,0,3
0,16,2,28534.6195,3,5
0,16,2,28961.6456,2,8
0,16,2,29497.3562,0,2
0,16,2,29956.7945,0,2
0,16,2,30335.1228,0,4
0,16,2,30755.7636,0,7
0,16,2,31134.092,3,7
0,16,2,31461.9735,2,7
0,16,2,31703.9753,2,7
0,16,2,31945.9771,2,7
0,16,2,32187.9789,2,7
0,16,2,32429.9808,2,7
0,16,2,32671.9826,2,7
0,16,2,32913.9842,3,7
0,16,2,33239.1516,2,7
0,16,2,33819.8729,3,10
0,16,2,34120.1103,2,10
0,16,2,34362.1116,2,10
0,16,2,34604.1128,2,10
0,16,2,34846.1141,2,10
0,16,2,35088.1153,2,10
0,16,2,35330.1166,2,10
0,16,2,35572.1179,2,8
0,16,2,35906.5639,3,10
0,17,2,595.9145,0,7
0,17,2,1714.5696,3,5
0,17,2,2207.6887,0,1
0,17,2,2535.5702,1,1
0,17,2,2863.4517,1,2
0,17,2,3307.3878,3,5
0,17,2,3782.5061,1,1
0,17,2,4257.6244,3,5
0,17,2,4825.4192,2,6
0,17,2,5214.2745,0,7
0,17,2,5634.9152,0,4
0,17,2,6279.3174,3,5
0,17,2,7069.1906,0,3
0,17,2,7489.8314,0,6
0,17,2,7952.6569,1,2
0,17,2,8341.5122,0,4
0,17,2,8669.3937,0,5
0,17,2,9307.4106,3,5
0,17,2,9657.6145,2,6
0,17,2,10035.9429,0,6
0,17,2,10631.6729,0,4
0,17,2,11276.0751,3,5
0,17,2,11720.0113,0,7
0,17,2,12163.9474,3,5
0,17,2,12795.2608,1,3
0,17,2,13587.7195,0,7
0,17,2,14050.545,1,3
0,17,2,14843.0565,2,7
0,17,2,15504.5754,0,4
0,17,2,15931.6014,3,5
0,17,2,16424.7205,0,1
0,17,2,16969.9781,1,1
0,17,2,17715.1957,2,7
0,17,2,18159.1318,0,4
0,17,2,18915.7135,3,5
0,17,2,19574.146,0,4
0,17,2,20249.9554,0,8
0,17,2,20934.52,3,5
0,17,2,21361.5461,2,8
0,17,2,21750.4014,0,7
0,17,2,22246.825,1,2
0,17,2,22706.3334,1,2
0,17,2,23262.4489,3,5
0,17,2,23689.475,0,4
0,17,2,24078.3303,1,6
0,17,2,24541.1559,0,2
0,17,2,25225.6983,3,5
0,17,2,26022.5353,0,2
0,17,2,26580.9254,1,9
0,17,2,27790.707,0,2
0,17,2,28204.47,2,4
0,17,2,28582.7984,0,4
0,17,2,29003.4391,0,7
0,17,2,29660.9913,0,8
0,17,2,30049.8466,2,7
0,17,2,30876.0195,1,2
0,17,2,31537.4248,3,5
0,17,2,31887.6287,2,6
0,17,2,32384.0524,1,1
0,17,2,32811.0785,2,4
0,17,2,33273.904,1,8
0,18,2,443.9362,2,2
0,18,2,794.1401,1,1
0,18,2,1783.7238,2,4
0,18,2,2246.5494,1,8
0,18,2,2690.4855,3,5
0,18,2,3013.929,2,4
0,18,2,3402.7843,0,3
0,18,2,3895.9034,0,8
0,18,2,4917.5344,2,4
0,18,2,5380.36,1,8
0,18,2,5908.5362,0,2
0,18,2,6632.7181,0,4
0,18,2,6874.7199,0,4
0,18,2,7301.746,3,5
0,18,2,7946.3225,2,8
0,18,2,8504.7126,1,1
0,18,2,8967.5382,0,5
0,18,2,9388.1789,3,5
0,18,2,9738.3828,2,6
0,18,2,10213.5011,0,2
0,18,2,10665.976,3,5
0,18,2,11093.0021,0,6
0,18,2,11555.8276,1,2
0,18,2,12101.2157,0,2
0,18,2,12451.4196,1,3
0,18,2,13082.6364,3,5
0,18,2,13526.5725,0,7
0,18,2,13904.9009,2,7
0,18,2,14293.7562,3,5
0,18,2,14889.669,1,5
0,18,2,15316.6951,0,8
0,18,2,15875.0853,1,1
0,18,2,16460.6113,1,9
