subject_id,sentence_n,trialtime,event
0,424,26109.3253,pressed key
0,424,26498.1806,pressed key
0,424,27216.798,pressed key
0,424,27643.8241,pressed key
0,424,28064.4648,pressed key
0,424,29817.5115,pressed key
0,424,30244.5376,pressed key
0,425,388.8553,pressed key
0,425,777.7106,pressed key
0,425,1458.0889,pressed key
0,425,2254.7897,pressed key
0,425,2861.2045,pressed key
0,425,3787.8838,pressed key
0,425,4115.7653,pressed key
0,425,4621.6205,pressed key
0,425,5042.2613,pressed key
0,425,5431.1166,pressed key
0,425,5819.9719,pressed key
0,425,6175.2922,pressed key
0,425,6855.6278,pressed key
0,425,7233.9562,pressed key
0,425,7891.56,pressed key
0,425,8241.7639,pressed key
0,425,8620.0923,pressed key
0,425,9396.0941,pressed key
0,425,9723.9756,pressed key
0,425,10556.6063,pressed key
0,425,10798.6081,pressed key
0,425,11631.2905,pressed key
0,425,12058.3166,pressed key
0,425,12781.6256,pressed key
0,425,13317.3362,pressed key
0,425,13645.2177,pressed key
0,425,13887.2195,pressed key
0,425,14640.2967,pressed key
0,425,14882.2986,pressed key
0,425,15124.3004,pressed key
0,425,15877.6202,pressed key
0,425,16304.6463,pressed key
0,425,16731.6724,pressed key
0,425,17267.383,pressed key
0,425,18052.1196,pressed key
0,425,18939.1341,pressed key
0,425,19474.8447,pressed key
0,425,19961.8317,pressed key
0,425,20312.0357,pressed key
0,425,20700.891,pressed key
0,425,21259.2811,pressed key
0,425,21687.0969,pressed key
0,425,22589.1951,pressed key
0,425,22917.0766,pressed key
0,425,23244.9581,pressed key
0,425,24054.966,pressed key
0,425,24296.9679,pressed key
0,425,24889.5065,pressed key
0,425,25382.6256,pressed key
0,425,25803.2663,pressed key
0,425,26398.9708,pressed key
0,425,27181.0576,pressed key
0,425,27773.5963,pressed key
0,425,28101.4778,pressed key
0,425,28707.7869,pressed key
0,425,29134.813,pressed key
0,425,29730.5896,pressed key
0,425,30080.7935,pressed key
0,425,30494.5565,pressed key
0,425,30883.4118,pressed key
0,425,31211.2933,pressed key
0,425,31855.7732,pressed key
0,425,32097.7751,pressed key
0,425,32560.6006,pressed key
0,425,32910.8045,pressed key
0,425,33407.2281,pressed key
0,425,34068.6992,pressed key
0,425,34965.4179,pressed key
0,425,35440.5361,pressed key
0,425,35829.3914,pressed key
0,425,36226.9981,pressed key
0,425,36577.202,pressed key
0,425,37112.9126,pressed key
0,425,37658.329,pressed key
0,426,940.0764,pressed key
0,426,1328.9317,pressed key
0,426,1834.7869,pressed key
0,426,2301.8601,pressed key
0,426,3357.588,pressed key
0,426,3913.8547,pressed key
0,426,4292.183,pressed key
0,426,4719.2091,pressed key
0,426,5244.7836,pressed key
0,426,5658.5466,pressed key
0,426,6047.4019,pressed key
0,426,6540.521,pressed key
0,426,7220.8633,pressed key
0,426,7664.7995,pressed key
0,426,8131.8727,pressed key
0,426,8558.8988,pressed key
0,426,8947.7541,pressed key
0,426,9336.6094,pressed key
0,426,9714.9378,pressed key
0,426,10282.5955,pressed key
0,426,10722.6564,pressed key
0,426,11111.5117,pressed key
0,426,11538.5378,pressed key
0,426,11982.4739,pressed key
0,426,12445.2995,pressed key
0,426,12859.0625,pressed key
0,426,13247.9178,pressed key
0,426,13741.0368,pressed key
0,426,14203.8624,pressed key
0,426,14647.7985,pressed key
0,426,15114.8717,pressed key
0,426,15976.2617,pressed key
0,426,16365.117,pressed key
0,426,16715.321,pressed key
0,426,17043.2025,pressed key
0,426,17285.2042,pressed key
0,426,17527.2061,pressed key
0,426,17769.2079,pressed key
0,426,18011.2098,pressed key
0,426,18253.2113,pressed key
0,426,18495.2128,pressed key
0,426,18823.0943,pressed key
0,426,19484.4842,pressed key
0,426,19726.4861,pressed key
0,426,19968.4879,pressed key
0,426,20210.4898,pressed key
0,426,20452.4916,pressed key
0,426,20694.4935,pressed key
0,426,20936.4953,pressed key
0,426,21178.4972,pressed key
0,426,21420.499,pressed key
0,426,21864.4352,pressed key
0,426,22578.3328,pressed key
0,426,23022.2689,pressed key
0,426,23350.1504,pressed key
0,426,23592.1523,pressed key
0,426,23834.1537,pressed key
0,426,24162.0352,pressed key
0,426,24853.615,pressed key
0,426,25095.6167,pressed key
0,426,25337.6184,pressed key
0,426,25579.62,pressed key
0,426,25821.6217,pressed key
0,426,26318.0454,pressed key
0,426,26731.8084,pressed key
0,426,27445.7385,pressed key
0,426,28002.0052,pressed key
0,426,28755.1696,pressed key
0,426,29473.7761,pressed key
0,426,29966.8952,pressed key
0,426,30554.2011,pressed key
0,426,30981.2272,pressed key
0,426,31880.1017,pressed key
0,426,32230.3056,pressed key
0,426,32619.1609,pressed key
0,426,33257.1778,pressed key
0,426,33646.0331,pressed key
0,426,34252.4854,pressed key
0,426,34808.752,pressed key
0,426,35409.68,pressed key
0,427,528.1762,pressed key
0,427,1189.5863,pressed key
0,427,1616.6124,pressed key
0,427,2222.9215,pressed key
0,427,2957.678,pressed key
0,427,3336.0063,pressed key
0,427,3686.2103,pressed key
0,427,4014.0918,pressed key
0,427,4402.9471,pressed key
0,427,4829.9732,pressed key
0,427,5250.6139,pressed key
0,427,5639.4412,pressed key
0,427,6017.7696,pressed key
0,427,6436.0218,pressed key
0,427,7146.7252,pressed key
0,427,7474.6068,pressed key
0,427,7716.6082,pressed key
0,427,7958.61,pressed key
0,427,8200.6113,pressed key
0,427,8528.4928,pressed key
0,427,9365.5731,pressed key
0,427,9607.575,pressed key
0,427,9849.5768,pressed key
0,427,10091.5787,pressed key
0,427,10333.5805,pressed key
0,427,10575.5824,pressed key
0,427,11195.1887,pressed key
0,427,11957.6271,pressed key
0,427,12959.3492,pressed key
0,427,13287.2307,pressed key
0,427,13971.7577,pressed key
0,427,14438.8309,pressed key
0,427,14827.6863,pressed key
0,427,15216.5416,pressed key
0,427,16221.4787,pressed key
0,428,475.1183,pressed key
0,428,1317.38,pressed key
0,428,1784.4532,pressed key
0,428,2205.0939,pressed key
0,428,2625.7347,pressed key
0,428,3004.0631,pressed key
0,428,3431.0891,pressed key
0,428,3875.0253,pressed key
0,428,4442.7206,pressed key
0,428,4831.5759,pressed key
0,428,5605.3526,pressed key
0,428,6098.4717,pressed key
0,428,6573.5899,pressed key
0,428,7101.7662,pressed key
0,428,7515.5292,pressed key
0,428,8620.3382,pressed key
0,428,9009.1935,pressed key
0,428,9359.3975,pressed key
0,428,9703.3659,pressed key
0,428,10092.2213,pressed key
0,428,10567.3395,pressed key
0,429,558.3902,pressed key
0,429,1281.8423,pressed key
0,429,1523.8442,pressed key
0,429,1851.7257,pressed key
0,429,2093.7275,pressed key
0,429,2903.6328,pressed key
0,429,3145.6347,pressed key
0,429,3387.6365,pressed key
0,429,4197.8014,pressed key
0,429,4548.0053,pressed key
0,429,4961.7683,pressed key
0,429,5311.9722,pressed key
0,429,5787.0905,pressed key
0,429,6393.4372,pressed key
0,429,7298.0752,pressed key
0,429,7791.1943,pressed key
0,429,8119.0758,pressed key
0,429,8803.5506,pressed key
0,429,9371.3073,pressed key
0,429,10786.1583,pressed key
0,429,11562.0914,pressed key
0,429,11950.9467,pressed key
0,429,12496.1948,pressed key
0,429,12909.9578,pressed key
0,429,13336.9839,pressed key
0,429,13872.6945,pressed key
0,429,14345.9483,pressed key
0,429,14724.2766,pressed key
0,429,15144.9174,pressed key
0,429,15740.7371,pressed key
0,429,16347.1519,pressed key
0,429,17039.8051,pressed key
0,430,327.8815,pressed key
0,430,771.8177,pressed key
0,430,1160.673,pressed key
0,430,1653.792,pressed key
0,430,2308.4701,pressed key
0,430,2752.4063,pressed key
0,430,3219.4795,pressed key
0,430,3694.5977,pressed key
0,430,4529.8853,pressed key
0,430,5144.9959,pressed key
0,430,5948.032,pressed key
0,430,6476.2083,pressed key
0,430,6804.0898,pressed key
0,430,7154.2937,pressed key
0,430,7532.6221,pressed key
0,430,7921.4774,pressed key
0,430,8321.0423,pressed key
0,430,8796.1606,pressed key
0,430,9600.9767,pressed key
0,430,9842.9785,pressed key
0,430,10368.553,pressed key
0,430,11079.1203,pressed key
0,430,11523.0564,pressed key
0,430,11966.9926,pressed key
0,430,12317.1965,pressed key
0,430,12730.9595,pressed key
0,430,13199.8379,pressed key
0,430,13728.0141,pressed key
0,430,14408.4366,pressed key
0,430,15039.7062,pressed key
0,430,15428.5615,pressed key
0,430,15891.387,pressed key
0,430,16384.506,pressed key
0,430,16980.3036,pressed key
0,430,17525.659,pressed key
0,430,18026.6937,pressed key
0,430,18354.5752,pressed key
0,430,18704.7792,pressed key
0,430,19054.9831,pressed key
0,430,19590.6937,pressed key
0,431,661.4889,pressed key
0,431,1267.798,pressed key
0,431,1595.6795,pressed key
0,431,2280.2219,pressed key
0,431,2700.8626,pressed key
0,431,3121.5033,pressed key
0,431,3717.3485,pressed key
0,431,4144.3746,pressed key
0,431,4494.5785,pressed key
0,431,5620.9465,pressed key
0,431,6331.4321,pressed key
0,431,6709.7605,pressed key
0,431,7645.1577,pressed key
0,431,8023.4861,pressed key
0,431,8498.6043,pressed key
0,431,8973.7226,pressed key
0,431,9323.9265,pressed key
0,431,9820.3501,pressed key
0,431,10534.2838,pressed key
0,431,11086.0774,pressed key
0,431,11579.1964,pressed key
0,432,927.3274,pressed key
0,432,1533.5843,pressed key
0,432,1996.4098,pressed key
0,432,2463.4831,pressed key
0,432,2890.5091,pressed key
0,432,3643.7896,pressed key
0,432,3971.6711,pressed key
0,432,4360.5264,pressed key
0,432,4991.7995,pressed key
0,432,5342.0034,pressed key
0,432,5692.2074,pressed key
0,432,6020.0889,pressed key
0,432,6681.4267,pressed key
0,432,7095.1897,pressed key
0,432,7423.0712,pressed key
0,432,7881.479,pressed key
0,432,8512.7333,pressed key
0,432,8956.6695,pressed key
0,432,9284.551,pressed key
0,432,9634.7549,pressed key
0,432,10078.6911,pressed key
0,432,10553.8094,pressed key
0,432,10904.0133,pressed key
0,432,11588.5557,pressed key
0,432,12014.5959,pressed key
0,432,12403.4512,pressed key
0,432,12971.1464,pressed key
0,432,14075.0535,pressed key
0,432,15067.9749,pressed key
0,432,15748.3531,pressed key
0,432,16168.9939,pressed key
0,432,16596.0199,pressed key
0,432,17488.6471,pressed key
0,432,18285.3736,pressed key
0,432,18635.5775,pressed key
0,432,19297.064,pressed key
0,432,19624.9455,pressed key
0,432,20537.7531,pressed key
0,432,21528.1683,pressed key
0,432,22406.7367,pressed key
0,432,22833.7628,pressed key
0,432,23440.0197,pressed key
0,432,23902.8453,pressed key
0,432,24587.2851,pressed key
0,432,25014.3112,pressed key
0,432,25342.1927,pressed key
0,432,25948.4496,pressed key
0,432,26606.8113,pressed key
0,432,27069.6368,pressed key
0,432,27513.573,pressed key
0,432,27957.5091,pressed key
0,432,28285.3906,pressed key
0,432,28699.1536,pressed key
0,432,29174.2719,pressed key
0,432,29667.391,pressed key
0,432,29995.2725,pressed key
0,432,30668.9399,pressed key
0,432,31233.5354,pressed key
0,433,848.0486,pressed key
0,433,1323.1668,pressed key
0,433,1712.0221,pressed key
0,433,2155.9583,pressed key
0,433,2582.9844,pressed key
0,433,3444.2452,pressed key
0,433,3822.5736,pressed key
0,433,4249.5997,pressed key
0,433,4942.2774,pressed key
0,433,5548.7236,pressed key
0,433,6045.1472,pressed key
0,433,6590.5488,pressed key
0,433,7065.6671,pressed key
0,433,7492.6932,pressed key
0,433,8028.4038,pressed key
0,433,8804.2631,pressed key
0,433,9046.265,pressed key
0,433,9604.6551,pressed key
0,433,10270.5619,pressed key
0,433,10691.2026,pressed key
0,433,11335.779,pressed key
0,433,11894.1692,pressed key
0,433,12283.0245,pressed key
0,433,12776.1436,pressed key
0,433,13243.2168,pressed key
0,433,13632.0721,pressed key
0,433,14020.9274,pressed key
0,433,14496.0456,pressed key
0,433,15241.7419,pressed key
0,433,15655.5049,pressed key
0,433,16076.1457,pressed key
0,433,16737.6802,pressed key
0,433,17234.1038,pressed key
0,433,17693.5539,pressed key
0,433,18156.3794,pressed key
0,433,18614.7873,pressed key
0,433,19607.6749,pressed key
0,433,20051.611,pressed key
0,433,20495.5472,pressed key
0,433,20823.4287,pressed key
0,433,21250.4548,pressed key
0,433,21708.8626,pressed key
0,433,22077.7033,pressed key
0,433,22623.054,pressed key
0,433,23085.8795,pressed key
0,433,23464.2079,pressed key
0,433,23853.0632,pressed key
0,433,24231.3916,pressed key
0,433,24724.5107,pressed key
0,433,25280.7773,pressed key
0,433,25786.6325,pressed key
0,433,26467.0176,pressed key
0,433,26929.8431,pressed key
0,433,27525.6628,pressed key
0,433,27914.5181,pressed key
0,433,28292.8465,pressed key
0,433,28767.9648,pressed key
0,433,29156.8201,pressed key
0,433,29577.4608,pressed key
0,433,29998.1015,pressed key
0,433,30386.9568,pressed key
0,433,30845.3647,pressed key
0,433,31272.3908,pressed key
0,433,31693.0315,pressed key
0,433,32238.4231,pressed key
0,433,32739.4578,pressed key
0,433,33128.3131,pressed key
0,434,595.9268,pressed key
0,434,974.2552,pressed key
0,434,2065.1241,pressed key
0,434,2453.9794,pressed key
0,434,2950.4031,pressed key
0,434,3413.2286,pressed key
0,434,4051.3607,pressed key
0,434,4744.0293,pressed key
0,434,5219.1475,pressed key
0,434,5663.0837,pressed key
0,434,6191.2599,pressed key
0,434,6666.3782,pressed key
0,434,7110.3144,pressed key
0,434,7638.4906,pressed key
0,434,8224.0166,pressed key
0,434,9028.9234,pressed key
0,434,9596.7182,pressed key
0,434,10023.7443,pressed key
0,434,10609.2703,pressed key
0,434,10851.2722,pressed key
0,434,11229.6006,pressed key
0,435,545.3179,pressed key
0,435,1020.4362,pressed key
0,435,1526.2914,pressed key
0,435,1854.1729,pressed key
0,435,2379.7473,pressed key
0,435,2938.1375,pressed key
0,435,3873.5095,pressed key
0,435,4469.3547,pressed key
0,435,5075.7799,pressed key
0,435,5454.1083,pressed key
0,435,5912.5161,pressed key
0,435,6592.8944,pressed key
0,435,7230.9833,pressed key
0,435,7706.1016,pressed key
0,435,8234.2778,pressed key
0,435,8697.1033,pressed key
0,435,9501.8785,pressed key
0,435,10060.2687,pressed key
0,435,10474.0317,pressed key
0,435,10874.6303,pressed key
0,435,11617.7397,pressed key
0,435,12176.1299,pressed key
0,435,12711.8405,pressed key
0,435,13270.2307,pressed key
0,435,13745.3489,pressed key
0,435,14238.468,pressed key
0,435,14734.8916,pressed key
0,435,15085.0955,pressed key
0,435,15505.7362,pressed key
0,435,15877.035,pressed key
0,435,16344.1082,pressed key
0,435,17005.6353,pressed key
0,435,17464.0431,pressed key
0,435,18391.292,pressed key
0,435,18997.6641,pressed key
0,435,19325.5456,pressed key
0,435,19675.7495,pressed key
0,435,20306.8886,pressed key
0,435,20657.0926,pressed key
0,435,21301.669,pressed key
0,435,21690.5243,pressed key
0,435,22149.9799,pressed key
0,435,22608.3878,pressed key
0,435,23101.5068,pressed key
0,435,23429.3883,pressed key
0,435,23873.3245,pressed key
0,435,24647.0384,pressed key
0,435,25025.3668,pressed key
0,435,25414.2221,pressed key
0,435,25803.0774,pressed key
0,435,26153.2813,pressed key
0,435,26867.2577,pressed key
0,435,27311.1938,pressed key
0,435,27804.3129,pressed key
0,435,28132.1944,pressed key
0,435,28717.7204,pressed key
0,435,29376.082,pressed key
0,435,30007.3551,pressed key
0,435,30581.7918,pressed key
0,436,675.8095,pressed key
0,436,1243.4672,pressed key
0,436,1739.8908,pressed key
0,436,2128.7461,pressed key
0,436,2587.1539,pressed key
0,436,3297.8159,pressed key
0,436,3893.6134,pressed key
0,436,4314.2542,pressed key
0,436,5192.4197,pressed key
0,436,5520.3012,pressed key
0,436,6510.6545,pressed key
0,436,7066.9212,pressed key
0,436,7417.1251,pressed key
0,436,7844.1512,pressed key
0,436,8222.4796,pressed key
0,436,8790.0597,pressed key
0,436,9203.8227,pressed key
0,436,9647.7588,pressed key
0,436,10068.3996,pressed key
0,436,10674.7031,pressed key
0,436,11002.5846,pressed key
0,436,11560.9748,pressed key
0,436,12027.7853,pressed key
0,436,12746.34,pressed key
0,436,13221.4583,pressed key
0,436,13806.9843,pressed key
0,436,14352.3759,pressed key
0,436,14741.2312,pressed key
0,436,15385.7111,pressed key
0,436,15829.6472,pressed key
0,436,16131.0168,pressed key
0,436,16458.8983,pressed key
0,436,16700.9001,pressed key
0,436,16942.9019,pressed key
0,436,17695.7907,pressed key
0,436,17937.7923,pressed key
0,436,18179.7938,pressed key
0,436,18421.7954,pressed key
0,436,19231.9742,pressed key
0,436,19582.1781,pressed key
0,436,20344.2789,pressed key
0,436,21089.5381,pressed key
0,436,21478.3934,pressed key
0,436,22084.8014,pressed key
0,436,22564.97,pressed key
0,436,23061.3936,pressed key
0,436,23741.754,pressed key
0,436,24247.6092,pressed key
0,436,24636.4645,pressed key
0,436,25281.089,pressed key
0,436,25659.4174,pressed key
0,436,26165.2726,pressed key
0,436,26888.6996,pressed key
0,436,27216.5811,pressed key
0,436,27674.9889,pressed key
0,436,28102.015,pressed key
0,436,28490.8703,pressed key
0,436,28957.9435,pressed key
0,436,29525.7319,pressed key
0,436,30458.0523,pressed key
0,436,30808.2562,pressed key
0,436,31564.9155,pressed key
0,436,32321.4971,pressed key
0,436,32748.5232,pressed key
0,436,33524.5103,pressed key
0,436,33902.8387,pressed key
0,436,34230.7202,pressed key
0,436,34689.128,pressed key
0,436,35151.9535,pressed key
0,436,35687.6641,pressed key
0,437,420.6407,pressed key
0,437,847.6668,pressed key
0,437,1089.6687,pressed key
0,437,1685.4453,pressed key
0,437,2112.4714,pressed key
0,437,2773.9936,pressed key
0,437,3547.626,pressed key
0,437,3991.5621,pressed key
0,437,4519.7384,pressed key
0,437,4898.0668,pressed key
0,437,5276.6886,pressed key
0,437,5739.5142,pressed key
0,437,6153.2772,pressed key
0,437,6646.3962,pressed key
0,437,7233.7022,pressed key
0,437,7878.1821,pressed key
0,437,8267.0374,pressed key
0,437,8690.1656,pressed key
0,437,9285.9632,pressed key
0,437,9706.6039,pressed key
0,437,10150.5401,pressed key
0,437,10646.9637,pressed key
0,438,388.8553,pressed key
0,438,984.7266,pressed key
0,438,1373.5819,pressed key
0,438,1848.7002,pressed key
0,438,2323.8184,pressed key
0,438,2968.4144,pressed key
0,438,3833.8762,pressed key
0,438,4075.878,pressed key
0,438,4454.2064,pressed key
0,438,4874.8472,pressed key
0,438,5687.4512,pressed key
0,438,6015.3327,pressed key
0,438,6653.4934,pressed key
0,438,6895.4953,pressed key
0,438,7533.733,pressed key
0,438,7922.5883,pressed key
0,438,8300.9166,pressed key
0,438,9011.5952,pressed key
0,438,9537.1697,pressed key
0,438,10303.6687,pressed key
0,438,10692.524,pressed key
0,438,11298.932,pressed key
0,438,11719.5727,pressed key
0,438,12140.2134,pressed key
0,438,12736.0332,pressed key
0,438,13156.6739,pressed key
0,438,13600.6101,pressed key
0,438,14196.4888,pressed key
0,438,14546.6927,pressed key
0,438,14874.5742,pressed key
0,438,15519.1069,pressed key
0,438,15963.043,pressed key
0,438,16351.8983,pressed key
0,438,16740.7536,pressed key
0,438,17297.0203,pressed key
0,438,17897.9483,pressed key
0,439,1006.5891,pressed key
0,439,1450.5253,pressed key
0,439,2056.9667,pressed key
0,439,2550.0857,pressed key
0,439,3342.6433,pressed key
0,439,3786.5795,pressed key
0,439,4253.6527,pressed key
0,439,4697.5889,pressed key
0,439,5225.7651,pressed key
0,439,5553.6466,pressed key
0,439,6184.9197,pressed key
0,439,6426.9216,pressed key
0,439,6840.6846,pressed key
0,439,7219.013,pressed key
0,439,7972.2763,pressed key
0,439,8656.7859,pressed key
0,439,9083.812,pressed key
0,439,9462.1404,pressed key
0,439,9955.2594,pressed key
0,439,10500.517,pressed key
0,439,10967.5903,pressed key
0,439,11711.1235,pressed key
0,439,12089.4519,pressed key
0,439,12733.9981,pressed key
0,439,13378.4724,pressed key
0,439,13853.5907,pressed key
0,439,14421.3473,pressed key
0,439,14896.4656,pressed key
0,439,15274.7939,pressed key
0,439,15663.6492,pressed key
0,439,16041.9776,pressed key
0,439,16717.945,pressed key
0,439,17138.5857,pressed key
0,439,17527.441,pressed key
0,439,18002.5593,pressed key
0,440,420.6407,pressed key
0,440,883.4663,pressed key
0,440,1696.4151,pressed key
0,440,2163.4884,pressed key
0,440,2491.3699,pressed key
0,440,2812.7223,pressed key
0,440,3645.2346,pressed key
0,440,4232.5406,pressed key
0,440,4676.4767,pressed key
0,440,5387.1461,pressed key
0,440,5912.7206,pressed key
0,440,6405.8396,pressed key
0,440,6868.6652,pressed key
0,440,7587.1536,pressed key
0,440,8132.5043,pressed key
0,440,8374.5062,pressed key
0,440,9269.1481,pressed key
0,440,10091.9634,pressed key
0,440,10753.2757,pressed key
0,440,11220.3489,pressed key
0,440,11756.0595,pressed key
0,440,12083.941,pressed key
0,440,12325.9429,pressed key
0,440,12567.9447,pressed key
0,440,12809.9466,pressed key
0,440,13051.9479,pressed key
0,440,13647.829,pressed key
0,440,13889.8309,pressed key
0,440,14131.8327,pressed key
0,440,14373.8346,pressed key
0,440,14615.8364,pressed key
0,440,14857.8383,pressed key
0,440,15453.7929,pressed key
0,440,15989.5035,pressed key
0,440,16534.8214,pressed key
0,440,16993.2292,pressed key
0,440,17413.87,pressed key
0,440,17792.1984,pressed key
0,440,18255.0239,pressed key
0,440,19133.1086,pressed key
0,440,19831.55,pressed key
0,440,20294.3756,pressed key
0,440,20900.7509,pressed key
0,440,21289.6062,pressed key
0,440,21934.0861,pressed key
0,440,22396.9116,pressed key
0,440,22724.7931,pressed key
0,440,23138.5561,pressed key
0,440,23696.9463,pressed key
0,440,24554.822,pressed key
0,440,24943.6773,pressed key
0,440,25357.4403,pressed key
0,440,25707.6442,pressed key
0,440,26151.5803,pressed key
0,440,26595.5165,pressed key
0,440,27153.9067,pressed key
0,440,27938.419,pressed key
0,440,28266.3005,pressed key
0,440,28508.3024,pressed key
0,440,28750.3042,pressed key
0,440,28992.306,pressed key
0,440,29234.3078,pressed key
0,440,29476.3095,pressed key
0,440,30067.9192,pressed key
0,440,30309.9206,pressed key
0,440,30551.9221,pressed key
0,440,30793.9235,pressed key
0,440,31035.9249,pressed key
0,440,31277.9263,pressed key
0,440,31519.9277,pressed key
0,441,388.8553,pressed key
0,441,809.496,pressed key
0,441,1415.753,pressed key
0,441,2189.4034,pressed key
0,441,2795.8448,pressed key
0,441,3402.235,pressed key
0,441,4078.1167,pressed key
0,441,4722.5445,pressed key
0,441,5197.6627,pressed key
0,441,5547.8666,pressed key
0,441,5789.8685,pressed key
0,441,6117.75,pressed key
0,441,6467.9539,pressed key
0,441,6846.2823,pressed key
0,441,7235.1376,pressed key
0,441,7613.466,pressed key
0,441,8040.4921,pressed key
0,441,8498.8999,pressed key
0,441,8958.4447,pressed key
0,441,9425.5179,pressed key
0,441,9803.8463,pressed key
0,441,10230.8724,pressed key
0,441,10472.8742,pressed key
0,441,10969.2978,pressed key
0,441,11600.5146,pressed key
0,441,11928.3961,pressed key
0,441,12170.398,pressed key
0,441,12412.3998,pressed key
0,441,12654.4015,pressed key
0,441,13365.08,pressed key
0,441,13607.0819,pressed key
0,441,13849.0837,pressed key
0,441,14091.0856,pressed key
0,441,14333.0874,pressed key
0,441,14829.511,pressed key
0,441,15273.4472,pressed key
0,441,15769.8708,pressed key
0,441,16213.807,pressed key
0,441,16657.7431,pressed key
0,441,17295.7855,pressed key
0,441,17816.0082,pressed key
0,442,443.9362,pressed key
0,442,989.3895,pressed key
0,442,1547.7796,pressed key
0,442,1897.9836,pressed key
0,442,2225.8651,pressed key
0,442,2987.8787,pressed key
0,442,3454.9519,pressed key
0,442,3930.0702,pressed key
0,442,4706.0032,pressed key
0,442,5301.7799,pressed key
0,442,5728.806,pressed key
0,442,6373.4229,pressed key
0,442,6909.1336,pressed key
0,442,7695.3989,pressed key
0,442,8287.9376,pressed key
0,442,8755.0108,pressed key
0,442,9198.947,pressed key
0,442,9549.1509,pressed key
0,442,10155.578,pressed key
0,442,10711.8447,pressed key
0,442,11548.4278,pressed key
0,442,12041.5468,pressed key
0,442,12537.9704,pressed key
0,442,13031.0895,pressed key
0,442,13675.5694,pressed key
0,442,14102.5955,pressed key
0,442,14516.3585,pressed key
0,442,15112.1934,pressed key
0,442,15575.019,pressed key
0,442,16002.045,pressed key
0,442,16401.8247,pressed key
0,442,16822.4654,pressed key
0,442,17460.5599,pressed key
0,442,17838.8883,pressed key
0,442,18260.9115,pressed key
0,442,18754.0305,pressed key
0,442,19411.6343,pressed key
0,442,19997.1603,pressed key
0,442,20525.3365,pressed key
0,442,20914.1919,pressed key
0,442,21381.2651,pressed key
0,442,21770.1204,pressed key
0,442,22488.7378,pressed key
0,442,23133.3623,pressed key
0,442,23906.2209,pressed key
0,442,24462.4876,pressed key
0,442,24791.3355,pressed key
0,442,25154.4269,pressed key
0,442,25543.2822,pressed key
0,442,25921.6106,pressed key
0,442,26388.6838,pressed key
0,442,27069.0262,pressed key
0,442,27528.4818,pressed key
0,442,28034.337,pressed key
0,443,606.4414,pressed key
0,443,1286.8196,pressed key
0,443,1753.8928,pressed key
0,443,2197.829,pressed key
0,443,2525.7105,pressed key
0,443,3053.8867,pressed key
0,443,3964.7297,pressed key
0,443,4378.4927,pressed key
0,443,5023.1032,pressed key
0,443,5411.9585,pressed key
0,443,5874.784,pressed key
0,443,6341.8572,pressed key
0,443,6808.9304,pressed key
0,443,7136.812,pressed key
0,443,7910.6465,pressed key
0,443,8238.528,pressed key
0,443,8844.8525,pressed key
0,443,9526.2578,pressed key
0,443,9942.1737,pressed key
0,443,10320.5021,pressed key
0,443,10709.3574,pressed key
0,443,12308.7879,pressed key
0,443,12735.814,pressed key
0,443,13124.6693,pressed key
0,443,13805.0475,pressed key
0,443,14155.2514,pressed key
0,443,14582.2775,pressed key
0,443,14910.159,pressed key
0,443,15238.0406,pressed key
0,443,15565.9221,pressed key
0,443,16009.8582,pressed key
0,443,16502.9773,pressed key
0,443,16830.8588,pressed key
0,443,17158.7403,pressed key
0,443,17400.7421,pressed key
0,443,18210.6569,pressed key
0,443,18452.6588,pressed key
0,443,18694.6606,pressed key
0,443,19287.1993,pressed key
0,443,19615.0808,pressed key
0,443,20160.3289,pressed key
0,443,20627.4022,pressed key
0,443,21195.1759,pressed key
0,443,21691.5995,pressed key
0,443,22080.4549,pressed key
0,443,22625.7125,pressed key
0,443,23184.1027,pressed key
0,443,24426.4344,pressed key
0,443,24847.0752,pressed key
0,443,25235.9305,pressed key
0,443,25842.2959,pressed key
0,443,26777.4429,pressed key
0,443,27198.0837,pressed key
0,443,28010.6976,pressed key
0,443,28865.8905,pressed key
0,443,29193.772,pressed key
0,443,29582.6273,pressed key
0,443,29960.9557,pressed key
0,443,30339.2841,pressed key
0,443,30728.1394,pressed key
0,443,31203.2576,pressed key
0,444,462.8255,pressed key
0,444,851.6808,pressed key
0,444,1314.5064,pressed key
0,444,1642.3879,pressed key
0,444,1970.2694,pressed key
0,444,2437.3426,pressed key
0,444,3148.0315,pressed key
0,444,3707.1046,pressed key
0,444,4034.9861,pressed key
0,444,4362.8676,pressed key
0,444,5047.3946,pressed key
0,444,5436.25,pressed key
0,444,6003.9076,pressed key
0,444,6331.7892,pressed key
0,444,6710.1175,pressed key
0,444,7235.692,pressed key
0,444,7694.0999,pressed key
0,444,8417.4464,pressed key
0,444,8861.3825,pressed key
0,444,9288.4086,pressed key
0,444,9755.4818,pressed key
0,444,10531.2386,pressed key
0,444,11089.6288,pressed key
0,444,11503.3918,pressed key
0,444,11881.7202,pressed key
0,444,12209.6017,pressed key
0,444,12885.4578,pressed key
0,444,13329.3939,pressed key
0,444,13773.3301,pressed key
0,444,14167.9185,pressed key
0,444,14495.8,pressed key
0,444,14737.8018,pressed key
0,444,15490.8886,pressed key
0,444,15732.8904,pressed key
0,444,15974.8923,pressed key
0,444,16510.6029,pressed key
