subject_id,sentence_n,trialtime,x,y
0,5,434.8929,0,1
0,5,894.2917,0,1
0,5,1327.4677,-5,5
0,5,1439.6471,-5,5
0,5,1656.7301,-6,2
0,5,1873.7714,-6,5
0,5,1985.9508,-6,5
0,5,2203.0337,-5,2
0,5,2315.2131,-5,2
0,5,2427.3925,-5,2
0,5,2644.7591,3,5
0,5,3111.4579,1,3
0,5,3525.7388,-6,2
0,5,3743.1149,0,8
0,5,4239.7053,-6,3
0,5,4456.3438,-6,5
0,5,4673.1093,2,7
0,5,5062.769,-6,4
0,5,5191.1533,-6,4
0,5,5408.331,0,4
0,5,5852.4656,-5,3
0,5,6069.5485,3,5
0,5,6496.8583,0,1
0,5,6989.9868,-5,2
0,5,7207.0282,-5,5
0,5,7319.2076,-5,5
0,5,7431.3869,-5,5
0,5,7864.172,-6,2
0,5,8081.6921,2,7
0,5,8609.5259,0,4
0,5,9053.3674,3,5
0,5,9477.6769,0,4
0,5,9904.8644,0,8
0,5,10363.3072,3,5
0,5,10830.41,1,9
0,5,11216.6037,1,9
0,5,11656.0142,-5,2
0,5,11784.3985,-5,2
0,5,11912.7828,-5,2
0,5,12243.9682,1,8
0,5,12571.4595,3,5
0,5,12926.6023,3,5
0,5,13365.7308,1,1
0,5,13861.484,1,3
0,5,14240.6191,-6,5
0,5,14457.6113,3,5
0,5,14871.4651,0,4
0,5,15298.7748,-5,4
0,5,15515.4133,-5,2
0,5,15732.6577,0,8
0,5,16191.1005,3,5
0,5,16624.3097,1,3
0,5,17038.587,-6,3
0,5,17166.9714,-6,3
0,5,17180.7869,-6,3
0,5,17309.1712,-6,3
0,5,17525.9367,0,5
0,5,17915.4281,-5,3
0,5,17929.2436,-5,3
0,5,18146.2359,2,7
0,5,18560.0896,3,10
0,6,217.3666,0,7
0,6,737.4004,3,5
0,6,1181.5255,0,1
0,6,1674.7262,0,7
0,6,2199.6179,1,9
0,6,2357.8942,1,9
0,6,2803.3894,3,5
0,6,3223.5786,2,7
0,6,3612.4339,0,8
0,6,4001.7681,0,4
0,6,4393.0206,-6,2
0,6,4610.4898,2,10
0,6,5175.0853,0,4
0,6,5710.4096,3,5
0,6,6048.7371,3,5
0,6,6487.836,0,2
0,6,6963.0766,-5,4
0,6,7180.6361,2,10
0,6,7745.2316,0,2
0,6,8337.659,-6,2
0,6,8554.9383,3,5
0,6,9022.0411,1,1
0,6,9497.1131,2,5
0,6,9960.2458,-6,2
0,6,10177.5085,1,1
0,6,10640.5252,0,7
0,6,11168.0131,1,9
0,6,11557.6747,-6,4
0,6,11775.2251,1,1
0,6,12360.7356,-6,4
0,6,12578.1117,2,6
0,6,13074.7187,-6,4
0,6,13291.4842,-5,2
0,6,13508.5672,1,9
0,6,13936.0204,0,2
0,6,14494.3697,-6,4
0,6,14606.5491,-6,4
0,6,14824.1189,3,10
0,7,217.083,0,4
0,7,722.6207,1,6
0,7,1111.9731,0,2
0,7,1574.8154,3,5
0,7,2041.9181,1,1
0,7,2516.8105,2,4
0,7,2740.5691,2,4
0,7,3186.2755,-5,2
0,7,3314.6598,-5,2
0,7,3531.9687,0,8
0,7,4007.1447,0,3
0,7,4395.0765,0,3
0,7,4827.9563,3,5
0,7,5241.9083,0,1
0,7,5629.8401,0,1
0,7,5973.9265,0,1
0,7,6390.9405,-6,5
0,7,6608.3071,3,5
0,7,7052.4751,-6,2
0,7,7269.4673,1,3
0,7,7683.321,0,6
0,7,8110.5086,0,2
0,7,8569.1633,-6,5
0,7,8697.5477,-6,5
0,7,8914.827,3,5
0,7,9382.2069,-6,4
0,7,9599.2899,0,4
0,7,10026.4774,0,8
0,7,10484.9202,3,5
0,7,10951.4796,1,6
0,7,11341.0795,-6,5
0,7,11558.4461,1,1
0,7,12051.4612,2,5
0,7,12514.2017,0,2
0,7,12958.3363,-5,3
0,7,13175.6157,3,5
0,7,13553.7939,3,5
0,7,13993.1662,-5,4
0,7,14121.5505,-5,4
0,7,14338.8298,0,8
0,7,14813.3072,2,8
0,7,15192.5499,-5,4
0,7,15304.7293,-5,4
0,7,15318.5448,-5,4
0,7,15535.3103,-6,2
0,7,15752.7795,0,2
0,7,16288.4691,-6,2
0,7,16302.2846,-6,2
0,7,16519.564,3,5
0,7,16986.5355,0,7
0,7,17429.9325,2,7
0,7,17808.8001,0,4
0,7,18252.803,0,8
0,7,18711.2457,3,5
0,7,19178.5991,-5,3
0,7,19395.2376,-5,5
0,7,19612.0031,-6,3
0,7,19829.2824,0,2
0,7,20322.6135,-6,5
0,7,20539.6548,-6,2
0,7,20756.4203,1,4
0,7,20942.3256,1,4
0,7,21184.3275,1,4
0,7,21512.209,1,4
0,7,21754.2101,1,4
0,7,22285.7299,-5,5
0,7,22503.1837,2,10
0,7,22758.8372,2,10
0,7,23066.0465,2,10
0,7,23308.0479,2,10
0,8,216.7655,2,7
0,8,545.2831,0,2
0,8,1051.1033,0,7
0,8,1543.6213,1,9
0,8,1933.0199,3,5
0,8,2408.3888,-5,3
0,8,2536.7731,-5,3
0,8,2753.5387,1,6
0,8,3143.1633,-6,3
0,8,3360.5299,1,1
0,8,3853.8024,-6,3
0,8,3867.6179,-6,3
0,8,4084.3834,-5,5
0,8,4196.5628,-5,5
0,8,4540.6493,-5,5
0,8,4758.2211,2,10
0,8,5350.7407,1,2
0,8,5937.6716,3,5
0,8,6292.8144,3,5
0,8,6732.2039,-5,2
0,8,6949.4832,0,2
0,8,7424.7585,-5,5
0,8,7438.574,-5,5
0,8,7884.2804,2,7
0,8,8389.3811,3,5
0,8,8778.7798,1,1
0,8,9148.7685,1,1
0,8,9581.9772,1,8
0,8,10107.636,-6,2
0,8,10121.4515,-6,2
0,8,10249.8359,-6,2
0,8,10689.2524,2,7
0,8,11066.7493,1,5
0,8,11455.4776,3,5
0,8,11834.4764,1,1
0,8,12302.0699,0,3
0,8,12691.5263,0,8
0,8,13183.9172,0,6
0,8,13562.3726,2,7
0,8,13952.0151,-5,3
0,8,14169.2777,1,3
0,8,14632.3607,3,10
0,9,217.2626,0,4
0,9,595.7045,-5,5
0,9,812.7875,-6,2
0,9,924.9669,-6,2
0,9,1141.7324,1,6
0,9,1531.0848,0,2
0,9,1993.927,3,5
0,9,2460.4864,2,7
0,9,2850.148,-5,2
0,9,3066.9135,-6,4
0,9,3284.3152,0,2
0,9,3790.2379,-6,4
0,9,3918.6222,-6,4
0,9,4030.8016,-6,4
0,9,4464.0898,3,5
0,9,4956.8004,0,3
0,9,5400.9351,-5,2
0,9,5617.7006,1,1
0,9,6006.4288,1,3
0,9,6385.567,-5,3
0,9,6602.3325,-6,5
0,9,6819.5951,0,7
0,9,7177.3374,0,7
0,9,7610.5135,-5,3
0,9,7827.6911,3,5
0,9,8294.6696,2,8
0,9,8721.3783,0,7
0,9,9110.1065,2,7
0,9,9488.4349,0,7
0,9,9867.501,1,2
0,9,10364.0685,-6,4
0,9,10580.834,0,4
0,9,10970.3721,-6,4
0,9,11187.0105,0,2
0,9,11460.8798,0,2
0,9,11894.0733,-6,5
0,9,12111.3526,3,5
0,9,12555.3761,0,1
0,9,13048.5649,-5,4
0,9,13062.3804,-5,4
0,9,13279.1459,-6,2
0,9,13391.3253,-6,2
0,9,13824.0688,-6,5
0,9,14041.5753,1,2
0,9,14369.1279,3,5
0,9,14812.6519,1,6
0,9,15202.0044,0,2
0,9,15575.9516,0,2
0,9,15926.1555,0,2
0,9,16393.3789,3,5
0,9,16807.1419,0,8
0,9,17274.1984,1,4
0,9,17736.5268,3,5
0,9,18125.6996,0,4
0,9,18552.4082,1,6
0,9,18942.0148,-5,2
0,9,19159.2775,0,2
0,9,19622.1197,3,5
0,9,20089.2802,0,9
0,9,20570.6764,-5,5
0,9,20788.1246,0,3
0,9,21313.6525,-5,5
0,9,21425.8319,-5,5
0,9,21643.1985,0,8
0,9,22031.1303,0,8
0,9,22464.3425,1,1
0,9,23051.3828,1,5
0,9,23509.7906,1,1
0,9,23968.4078,2,7
0,9,24496.3929,1,3
0,9,24958.5943,1,1
0,9,25337.7943,-6,2
0,9,25449.9737,-6,2
0,9,25463.7892,-6,2
0,9,25681.0981,3,5
0,9,26155.8997,1,3
0,9,26481.0548,1,3
0,9,26920.3282,0,9
0,9,27476.732,-6,2
0,9,27694.2847,1,1
0,9,28280.8034,0,3
0,9,28565.0726,0,3
0,9,28998.2285,-6,4
0,9,29215.6302,2,8
0,9,29690.816,0,2
0,9,30226.459,2,7
0,9,30732.0903,0,4
0,9,31176.3401,3,10
0,10,217.0413,0,7
0,10,713.8928,-6,5
0,10,931.0705,3,5
0,10,1374.5945,1,4
0,10,1763.9469,0,8
0,10,2226.9462,-5,5
0,10,2444.3128,0,3
0,10,2937.4319,-5,3
0,10,3154.0703,-5,5
0,10,3370.8358,1,5
0,10,3760.0086,0,8
0,10,4187.4946,-5,2
0,10,4404.2601,-6,4
0,10,4620.8986,-6,2
0,10,4838.143,0,4
0,10,5296.7602,-6,3
0,10,5514.2294,2,10
0,10,6078.9819,-6,3
0,10,6296.4511,0,4
0,10,6831.7754,3,5
0,10,7259.303,-6,5
0,10,7476.5823,0,8
0,10,7943.1417,2,7
0,10,8332.8014,-6,4
0,10,8444.9808,-6,4
0,10,8662.3824,0,2
0,10,9168.1153,3,5
0,10,9635.2758,0,9
0,10,10128.5348,0,2
0,10,10684.6965,-5,4
0,10,10813.0808,-5,4
0,10,10925.2602,-5,4
0,10,11358.4315,1,2
0,10,11708.62,0,8
0,10,12236.108,2,7
0,10,12624.9633,3,5
0,10,13014.4197,0,1
0,10,13507.5483,-5,2
0,10,13724.9244,1,6
0,10,14221.2345,0,2
0,10,14684.2338,-5,5
0,10,14901.6355,2,7
0,10,15407.6417,-5,3
0,10,15624.4072,3,5
0,10,16013.8637,0,1
0,10,16507.0525,-5,4
0,10,16619.2318,-5,4
0,10,16848.7495,-5,4
0,10,17066.3022,3,5
0,10,17533.0004,1,2
0,10,17977.2689,-6,3
0,10,18089.4483,-6,3
0,10,18306.9584,0,9
0,10,18865.3553,-6,5
0,10,18993.7396,-6,5
0,10,19210.781,-6,2
0,10,19322.9604,-6,2
0,10,19756.2534,1,8
0,10,19880.3595,1,8
0,10,20411.9973,-6,3
0,10,20628.7628,2,10
0,10,20814.6681,2,10
0,10,21259.62,1,8
0,10,21649.1635,0,2
0,10,22177.1653,3,5
0,10,22644.2385,0,8
0,10,23110.7979,2,7
0,10,23500.4472,-6,5
0,10,23717.2127,-5,3
0,10,23845.5971,-5,3
0,10,23973.9814,-5,3
0,10,24190.7469,3,5
0,10,24580.4211,-6,5
0,10,24797.1866,1,4
0,10,25097.6607,1,4
0,10,25536.5633,0,7
0,10,25995.1508,1,3
0,10,26457.3521,1,1
0,10,26836.3047,0,5
0,10,27299.304,3,10
0,11,217.083,1,2
0,11,556.1155,1,2
0,11,883.997,1,2
0,11,1231.3396,-6,4
0,11,1448.5172,3,5
0,11,1915.9655,-5,4
0,11,2133.0068,0,5
0,11,2554.0975,-6,2
0,11,2771.1389,0,8
0,11,3191.3767,0,6
0,11,3570.1496,3,5
0,11,3997.3721,0,8
0,11,4463.9315,2,7
0,11,4852.7868,3,5
0,11,5241.9595,0,4
0,11,5668.6682,1,6
0,11,6052.2066,-5,4
0,11,6269.4692,0,2
0,11,6732.3115,3,5
0,11,7199.1883,0,4
0,11,7625.8969,1,6
0,11,7926.3711,1,6
0,11,8365.2736,0,3
0,11,8824.0677,-6,5
0,11,9041.109,-6,2
0,11,9153.2884,-6,2
0,11,9586.6438,3,10
0,12,217.4538,-5,3
0,12,231.2693,-5,3
0,12,823.6852,0,2
0,12,1286.414,3,5
0,12,1753.3855,0,7
0,12,2197.5201,1,2
0,12,2693.7453,3,5
0,12,3138.0882,-6,5
0,12,3355.3971,1,9
0,12,3829.972,0,7
0,12,4219.4379,1,2
0,12,4715.2509,0,4
0,12,5104.7945,-6,5
0,12,5216.9738,-6,5
0,12,5433.6123,0,2
0,12,5609.1177,0,2
0,12,5936.9993,0,2
0,12,6382.6394,-6,3
0,12,6600.1989,2,10
0,12,6988.9936,2,10
0,12,7230.9954,2,10
0,12,7676.7413,0,2
0,12,8180.1048,0,2
0,12,8619.3781,-6,3
0,12,8836.6575,3,5
0,12,9250.45,1,1
0,12,9620.4388,1,1
0,12,10053.651,-6,2
0,12,10270.9599,3,5
0,12,10715.1732,-6,4
0,12,10932.1654,1,3
0,12,11346.4563,-6,5
0,12,11563.0947,1,1
0,12,11942.0473,0,5
0,12,12404.6515,3,5
0,12,12825.3339,0,4
0,12,13252.6787,-5,2
0,12,13469.9231,0,8
0,12,13928.3658,3,5
0,12,14395.7192,-5,3
0,12,14409.5347,-5,3
0,12,14626.5269,1,3
0,12,15039.9362,1,1
0,12,15419.1461,-6,3
0,12,15636.4088,0,5
0,12,16061.2872,-6,5
0,12,16278.6888,2,10
0,12,16775.1124,0,5
0,12,17281.0024,3,10
0,13,217.0413,0,4
0,13,679.591,1,6
0,13,1069.1722,-5,3
0,13,1286.4348,0,2
0,13,1749.277,3,5
0,13,2127.4552,3,5
0,13,2566.8275,-5,4
0,13,2695.2119,-5,4
0,13,2912.3895,0,7
0,13,3301.584,-6,3
0,13,3518.3495,1,5
0,13,3907.0778,3,5
0,13,4285.8506,0,4
0,13,4712.8351,0,7
0,13,5133.2,1,5
0,13,5417.4692,1,5
0,13,5761.5557,1,5
0,13,6238.6651,3,5
0,13,6666.3321,0,2
0,13,7133.5951,-6,4
0,13,7350.9968,2,7
0,13,7856.9852,-5,4
0,13,8073.7507,-6,2
0,13,8087.5662,-6,2
0,13,8304.8289,1,3
0,13,8767.384,3,5
0,13,9180.9203,1,6
0,13,9570.4638,-5,5
0,13,9787.8305,1,1
0,13,10175.7623,1,1
0,13,10608.7733,3,5
0,13,11052.1661,2,7
0,13,11441.0214,0,8
0,13,11830.3905,3,5
0,13,12297.362,0,3
0,13,12636.2999,0,3
0,13,13068.7676,1,1
0,13,13419.7563,1,9
0,13,14005.0409,3,5
0,13,14480.4097,-5,3
0,13,14608.7941,-5,3
0,13,14720.9735,-5,3
0,13,15048.855,-5,3
0,13,15161.0343,-5,3
0,13,15378.5035,1,1
0,13,15841.4102,1,9
0,13,16426.4688,0,6
0,13,16853.6564,0,2
0,13,17312.3111,-6,5
0,13,17529.5905,3,5
0,13,17996.9704,-6,4
0,13,18214.2793,1,1
0,13,18689.5988,-6,2
0,13,18817.9831,-6,2
0,13,18930.1625,-6,2
0,13,19363.463,3,5
0,13,19807.1097,1,1
0,13,20282.4359,-5,5
0,13,20499.7448,3,5
0,13,20974.3196,1,4
0,13,21363.4508,1,1
0,13,21784.504,2,7
0,13,22275.0581,0,4
0,13,22719.2704,-6,5
0,13,22733.0859,-6,5
0,13,22950.1689,1,1
0,13,23272.2914,1,1
0,13,23705.5136,-6,3
0,13,23922.7762,0,5
0,13,24349.9934,-6,4
0,13,24567.3951,2,10
0,13,25064.0287,-6,4
0,13,25192.413,-6,4
0,13,25409.8147,0,5
0,13,25915.7596,-6,2
0,13,26132.8009,3,5
0,13,26553.7669,0,9
0,13,27074.1659,-6,4
0,13,27186.3453,-6,4
0,13,27619.6192,1,9
0,13,27947.5198,-6,3
0,13,28075.9042,-6,3
0,13,28515.35,2,10
0,13,28668.1099,2,10
0,13,29107.5156,1,1
0,13,29692.7182,0,5
0,13,30118.479,-5,2
0,13,30335.5203,0,2
0,13,30651.2991,0,2
0,13,31084.5711,3,10
0,14,217.4538,-5,3
0,14,434.4951,0,7
0,14,861.9538,-5,3
0,14,1079.1315,2,10
0,14,1506.5517,-5,5
0,14,1723.5931,-5,2
0,14,1940.676,-6,5
0,14,2157.8537,0,7
0,14,2601.9883,1,2
0,14,3098.4119,2,7
0,14,3594.6371,0,4
0,14,4038.4785,3,5
0,14,4465.5046,0,4
0,14,4892.2133,1,6
0,14,5281.6697,1,1
0,14,5774.505,0,4
0,14,6201.5311,3,5
0,14,6628.7832,1,1
0,14,7084.1539,2,6
0,14,7580.7609,-6,4
0,14,7797.7531,0,8
0,14,8211.9978,-5,4
0,14,8428.6363,0,6
0,14,8806.9647,0,4
0,14,9186.0307,-5,3
0,14,9199.8462,-5,3
0,14,9416.9292,3,5
0,14,9843.9553,0,4
0,14,10270.6639,1,6
0,14,10660.0164,0,2
0,14,11123.0484,-6,4
0,14,11251.4328,-6,4
0,14,11468.7121,3,5
0,14,11935.8726,0,1
0,14,12323.8044,0,1
0,14,12756.7509,0,5
0,14,13219.3734,3,5
0,14,13640.5712,-6,2
0,14,13857.7488,0,7
0,14,14301.5487,0,4
0,14,14504.3003,0,4
0,14,14832.1818,0,4
0,14,15074.1836,0,4
0,14,15316.1855,0,4
0,14,15558.1873,0,4
0,14,16003.7752,-5,2
0,14,16221.2444,2,10
0,14,16494.1989,2,10
0,14,16736.2004,2,10
0,14,16978.2019,2,10
0,14,17220.2033,2,10
0,14,17462.2048,2,10
0,14,17907.86,0,4
0,14,18443.1843,3,5
0,14,18781.5118,3,5
0,14,19220.6107,0,8
0,14,19695.9665,-6,4
0,14,19912.6049,0,6
0,14,20291.3778,1,9
0,14,20718.7692,1,3
0,14,21243.8877,3,5
0,14,21657.424,1,6
0,14,22046.8804,1,1
0,14,22540.1855,0,9
0,14,23127.4556,-6,5
0,14,23141.2711,-6,5
0,14,23586.9488,0,2
0,14,24143.1258,2,7
0,14,24649.1763,-6,2
0,14,24866.2592,3,10
0,15,217.0413,0,4
0,15,675.1733,1,6
0,15,1064.8158,-6,2
0,15,1282.0785,0,2
0,15,1744.9207,3,5
0,15,2123.0989,3,5
0,15,2562.478,-5,3
0,15,2779.8541,2,10
0,15,3336.3709,-6,3
0,15,3448.5503,-6,3
0,15,3576.9346,-6,3
0,15,3794.3828,2,4
0,15,4319.592,1,1
0,15,4746.9113,0,6
0,15,5243.2214,1,2
0,15,5706.3192,-6,5
0,15,5818.4986,-6,5
0,15,6251.7851,3,5
0,15,6718.5533,0,8
0,15,7185.6098,1,4
0,15,7647.9382,3,5
0,15,8037.6124,-6,5
0,15,8254.3779,-5,3
0,15,8366.5573,-5,3
0,15,8583.6402,0,4
0,15,9010.3489,1,6
0,15,9399.7013,0,2
0,15,9780.5669,-5,5
0,15,9997.8462,3,5
0,15,10464.4056,1,4
0,15,10853.5784,0,7
0,15,11046.3727,0,7
0,15,11374.2542,0,7
0,15,11819.9319,-6,4
0,15,12037.1096,2,10
0,15,12308.8657,2,10
0,15,12550.8675,2,10
0,15,12996.2315,0,7
0,15,13440.464,-5,3
0,15,13552.6434,-5,3
0,15,13769.8878,0,3
0,15,14123.2306,0,3
0,15,14556.1104,3,5
0,15,15023.3725,0,1
0,15,15516.5613,-5,4
0,15,15628.7407,-5,4
0,15,15971.7065,-5,4
0,15,15985.522,-5,4
