,sentence.id,sentence.id,wpm,wpm,lev.distance,lev.distance,gaze.shift,gaze.shift,bs,bs,immediate.bs,immediate.bs,delayed.bs,delayed.bs,gaze.keyboard.ratio,gaze.keyboard.ratio,fix.count,fix.count,finger.travel,finger.travel,iki,iki,correct.error,correct.error,uncorrected.error,uncorrected.error,fix.duration,fix.duration,chunck.length,chunck.length,error.rate,error.rate,kspc,kspc,sentence.length,sentence.length
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
agent.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,749.5,433.15701541127095,21.44550284635569,2.391925300062279,1.274,5.664890524664855,13.276666666666667,5.551876960158858,2.5486666666666666,3.5541599463405786,0.2833333333333333,0.5396755710951843,0.6086666666666667,0.8366549766314487,0.8046402377216423,0.045495182916305485,55.256,20.843354519328503,144.63986695439883,54.28131785911218,505.44987215114014,33.28578998668568,0.46,0.4985636473647561,0.11466666666666667,0.3187255028803726,307.7027117005375,24.740704080049543,2.163601228992799,0.6950861947103697,2.572944880050587,11.617278062604285,1.0997621926302634,0.20355326219038247,40.07333333333333,14.751124906694319
